linetype	xmin	xmax	showSelected1	showSelected3	PANEL	group
3	118230.778	118232.881	chr11:118224254-118234051	false negative	2	84
3	118173.358	118176.231	chr11:118169778-118184378	false negative	2	85
3	118176.442	118181.782	chr11:118169778-118184378	false negative	2	85
3	118207.607	118211.434	chr11:118208100-118222359	false negative	2	86
3	118213.055	118214.022	chr11:118208100-118222359	false negative	2	86
3	118214.653	118215.916	chr11:118208100-118222359	false negative	2	86
3	118216.57	118220.883	chr11:118208100-118222359	false negative	2	86
0	118222.047	118228.604	chr11:118222360-118239987	correct	2	40
3	118229.419	118230.534	chr11:118222360-118239987	false negative	2	87
3	118230.778	118232.881	chr11:118222360-118239987	false negative	2	87
3	118173.358	118176.231	chr11:118166081-118182712	false negative	2	88
3	118176.442	118181.782	chr11:118166081-118182712	false negative	2	88
3	118207.607	118211.434	chr11:118200904-118225604	false negative	2	89
3	118213.055	118214.022	chr11:118200904-118225604	false negative	2	89
3	118214.653	118215.916	chr11:118200904-118225604	false negative	2	89
3	118216.57	118220.883	chr11:118200904-118225604	false negative	2	89
0	118222.047	118228.604	chr11:118200904-118225604	correct	2	42
3	118229.419	118230.534	chr11:118225605-118243804	false negative	2	90
3	118230.778	118232.881	chr11:118225605-118243804	false negative	2	90
3	118173.358	118176.231	chr11:118170310-118195238	false negative	2	91
3	118176.442	118181.782	chr11:118170310-118195238	false negative	2	91
3	118207.607	118211.434	chr11:118195500-118224233	false negative	2	92
3	118213.055	118214.022	chr11:118195500-118224233	false negative	2	92
3	118214.653	118215.916	chr11:118195500-118224233	false negative	2	92
3	118216.57	118220.883	chr11:118195500-118224233	false negative	2	92
0	118222.047	118228.604	chr11:118224234-118249203	correct	2	46
3	118229.419	118230.534	chr11:118224234-118249203	false negative	2	93
3	118230.778	118232.881	chr11:118224234-118249203	false negative	2	93
3	118173.358	118176.231	chr11:118150742-118195371	false negative	2	94
3	118176.442	118181.782	chr11:118150742-118195371	false negative	2	94
3	118207.607	118211.434	chr11:118195372-118224236	false negative	2	95
3	118213.055	118214.022	chr11:118195372-118224236	false negative	2	95
3	118214.653	118215.916	chr11:118195372-118224236	false negative	2	95
3	118216.57	118220.883	chr11:118195372-118224236	false negative	2	95
0	118222.047	118228.604	chr11:118224237-118256837	correct	2	49
3	118229.419	118230.534	chr11:118224237-118256837	false negative	2	96
3	118230.778	118232.881	chr11:118224237-118256837	false negative	2	96
3	118173.358	118176.231	chr11:118139927-118194115	false negative	2	97
3	118176.442	118181.782	chr11:118139927-118194115	false negative	2	97
3	118207.607	118211.434	chr11:118194116-118250799	false negative	2	98
3	118213.055	118214.022	chr11:118194116-118250799	false negative	2	98
3	118214.653	118215.916	chr11:118194116-118250799	false negative	2	98
3	118216.57	118220.883	chr11:118194116-118250799	false negative	2	98
0	118222.047	118228.604	chr11:118194116-118250799	correct	2	51
3	118229.419	118230.534	chr11:118194116-118250799	false negative	2	98
3	118230.778	118232.881	chr11:118194116-118250799	false negative	2	98
3	118173.358	118176.231	chr11:118125367-118194817	false negative	2	99
3	118176.442	118181.782	chr11:118125367-118194817	false negative	2	99
3	118207.607	118211.434	chr11:118194818-118266077	false negative	2	100
3	118213.055	118214.022	chr11:118194818-118266077	false negative	2	100
3	118214.653	118215.916	chr11:118194818-118266077	false negative	2	100
3	118216.57	118220.883	chr11:118194818-118266077	false negative	2	100
0	118222.047	118228.604	chr11:118194818-118266077	correct	2	53
3	118229.419	118230.534	chr11:118194818-118266077	false negative	2	100
3	118230.778	118232.881	chr11:118194818-118266077	false negative	2	100
3	118173.358	118176.231	chr11:118175144-118176570	false negative	3	54
3	118176.442	118181.782	chr11:118175144-118176570	false negative	3	54
3	118207.607	118211.434	chr11:118210640-118211926	false negative	3	55
3	118213.055	118214.022	chr11:118211927-118213402	false negative	3	56
3	118214.653	118215.916	chr11:118214880-118216310	false negative	3	57
3	118216.57	118220.883	chr11:118216311-118217053	false negative	3	58
0	118222.047	118228.604	chr11:118227122-118228294	correct	3	6
3	118229.419	118230.534	chr11:118230212-118231217	false negative	3	59
3	118230.778	118232.881	chr11:118230212-118231217	false negative	3	59
3	118173.358	118176.231	chr11:118174866-118177024	false negative	3	60
3	118176.442	118181.782	chr11:118174866-118177024	false negative	3	60
3	118207.607	118211.434	chr11:118210926-118211667	false negative	3	61
3	118213.055	118214.022	chr11:118211668-118213341	false negative	3	62
3	118214.653	118215.916	chr11:118214905-118217190	false negative	3	63
3	118216.57	118220.883	chr11:118214905-118217190	false negative	3	63
0	118222.047	118228.604	chr11:118224813-118226715	correct	3	12
3	118229.419	118230.534	chr11:118230179-118231781	false negative	3	64
3	118230.778	118232.881	chr11:118230179-118231781	false negative	3	64
3	118173.358	118176.231	chr11:118175139-118176578	false negative	3	65
3	118176.442	118181.782	chr11:118175139-118176578	false negative	3	65
3	118207.607	118211.434	chr11:118209536-118211789	false negative	3	66
3	118213.055	118214.022	chr11:118211790-118213354	false negative	3	67
3	118214.653	118215.916	chr11:118214509-118217408	false negative	3	68
3	118216.57	118220.883	chr11:118214509-118217408	false negative	3	68
0	118222.047	118228.604	chr11:118221068-118225263	correct	3	18
3	118229.419	118230.534	chr11:118229400-118231571	false negative	3	69
3	118230.778	118232.881	chr11:118229400-118231571	false negative	3	69
3	118173.358	118176.231	chr11:118174953-118176654	false negative	3	70
3	118176.442	118181.782	chr11:118174953-118176654	false negative	3	70
3	118207.607	118211.434	chr11:118209252-118213860	false negative	3	71
3	118213.055	118214.022	chr11:118209252-118213860	false negative	3	71
3	118214.653	118215.916	chr11:118214496-118218828	false negative	3	72
3	118216.57	118220.883	chr11:118214496-118218828	false negative	3	72
0	118222.047	118228.604	chr11:118224849-118228003	correct	3	23
3	118229.419	118230.534	chr11:118228456-118231646	false negative	3	73
3	118230.778	118232.881	chr11:118228456-118231646	false negative	3	73
3	118173.358	118176.231	chr11:118174946-118177139	false negative	3	74
3	118176.442	118181.782	chr11:118174946-118177139	false negative	3	74
3	118207.607	118211.434	chr11:118208777-118213897	false negative	3	75
3	118213.055	118214.022	chr11:118208777-118213897	false negative	3	75
3	118214.653	118215.916	chr11:118213898-118218859	false negative	3	76
3	118216.57	118220.883	chr11:118213898-118218859	false negative	3	76
0	118222.047	118228.604	chr11:118218860-118229258	correct	3	28
3	118229.419	118230.534	chr11:118229259-118233705	false negative	3	77
3	118230.778	118232.881	chr11:118229259-118233705	false negative	3	77
3	118173.358	118176.231	chr11:118171577-118178639	false negative	3	78
3	118176.442	118181.782	chr11:118171577-118178639	false negative	3	78
3	118207.607	118211.434	chr11:118208371-118214262	false negative	3	79
3	118213.055	118214.022	chr11:118208371-118214262	false negative	3	79
3	118214.653	118215.916	chr11:118214263-118219522	false negative	3	80
3	118216.57	118220.883	chr11:118214263-118219522	false negative	3	80
0	118222.047	118228.604	chr11:118219523-118225461	correct	3	33
3	118229.419	118230.534	chr11:118226161-118233711	false negative	3	81
3	118230.778	118232.881	chr11:118226161-118233711	false negative	3	81
3	118173.358	118176.231	chr11:118170572-118179444	false negative	3	82
3	118176.442	118181.782	chr11:118170572-118179444	false negative	3	82
3	118207.607	118211.434	chr11:118207606-118220428	false negative	3	83
3	118213.055	118214.022	chr11:118207606-118220428	false negative	3	83
3	118214.653	118215.916	chr11:118207606-118220428	false negative	3	83
3	118216.57	118220.883	chr11:118207606-118220428	false negative	3	83
0	118222.047	118228.604	chr11:118224254-118234051	correct	3	37
3	118229.419	118230.534	chr11:118224254-118234051	false negative	3	84
3	118230.778	118232.881	chr11:118224254-118234051	false negative	3	84
3	118173.358	118176.231	chr11:118169778-118184378	false negative	3	85
3	118176.442	118181.782	chr11:118169778-118184378	false negative	3	85
3	118207.607	118211.434	chr11:118208100-118222359	false negative	3	86
3	118213.055	118214.022	chr11:118208100-118222359	false negative	3	86
3	118214.653	118215.916	chr11:118208100-118222359	false negative	3	86
3	118216.57	118220.883	chr11:118208100-118222359	false negative	3	86
0	118222.047	118228.604	chr11:118222360-118239987	correct	3	40
3	118229.419	118230.534	chr11:118222360-118239987	false negative	3	87
3	118230.778	118232.881	chr11:118222360-118239987	false negative	3	87
3	118173.358	118176.231	chr11:118166081-118182712	false negative	3	88
3	118176.442	118181.782	chr11:118166081-118182712	false negative	3	88
3	118207.607	118211.434	chr11:118200904-118225604	false negative	3	89
3	118213.055	118214.022	chr11:118200904-118225604	false negative	3	89
3	118214.653	118215.916	chr11:118200904-118225604	false negative	3	89
3	118216.57	118220.883	chr11:118200904-118225604	false negative	3	89
0	118222.047	118228.604	chr11:118200904-118225604	correct	3	42
3	118229.419	118230.534	chr11:118225605-118243804	false negative	3	90
3	118230.778	118232.881	chr11:118225605-118243804	false negative	3	90
3	118173.358	118176.231	chr11:118170310-118195238	false negative	3	91
3	118176.442	118181.782	chr11:118170310-118195238	false negative	3	91
3	118207.607	118211.434	chr11:118195500-118224233	false negative	3	92
3	118213.055	118214.022	chr11:118195500-118224233	false negative	3	92
3	118214.653	118215.916	chr11:118195500-118224233	false negative	3	92
3	118216.57	118220.883	chr11:118195500-118224233	false negative	3	92
0	118222.047	118228.604	chr11:118224234-118249203	correct	3	46
3	118229.419	118230.534	chr11:118224234-118249203	false negative	3	93
3	118230.778	118232.881	chr11:118224234-118249203	false negative	3	93
3	118173.358	118176.231	chr11:118150742-118195371	false negative	3	94
3	118176.442	118181.782	chr11:118150742-118195371	false negative	3	94
3	118207.607	118211.434	chr11:118195372-118224236	false negative	3	95
3	118213.055	118214.022	chr11:118195372-118224236	false negative	3	95
3	118214.653	118215.916	chr11:118195372-118224236	false negative	3	95
3	118216.57	118220.883	chr11:118195372-118224236	false negative	3	95
0	118222.047	118228.604	chr11:118224237-118256837	correct	3	49
3	118229.419	118230.534	chr11:118224237-118256837	false negative	3	96
3	118230.778	118232.881	chr11:118224237-118256837	false negative	3	96
3	118173.358	118176.231	chr11:118139927-118194115	false negative	3	97
3	118176.442	118181.782	chr11:118139927-118194115	false negative	3	97
3	118207.607	118211.434	chr11:118194116-118250799	false negative	3	98
3	118213.055	118214.022	chr11:118194116-118250799	false negative	3	98
3	118214.653	118215.916	chr11:118194116-118250799	false negative	3	98
3	118216.57	118220.883	chr11:118194116-118250799	false negative	3	98
0	118222.047	118228.604	chr11:118194116-118250799	correct	3	51
3	118229.419	118230.534	chr11:118194116-118250799	false negative	3	98
3	118230.778	118232.881	chr11:118194116-118250799	false negative	3	98
3	118173.358	118176.231	chr11:118125367-118194817	false negative	3	99
3	118176.442	118181.782	chr11:118125367-118194817	false negative	3	99
3	118207.607	118211.434	chr11:118194818-118266077	false negative	3	100
3	118213.055	118214.022	chr11:118194818-118266077	false negative	3	100
3	118214.653	118215.916	chr11:118194818-118266077	false negative	3	100
3	118216.57	118220.883	chr11:118194818-118266077	false negative	3	100
0	118222.047	118228.604	chr11:118194818-118266077	correct	3	53
3	118229.419	118230.534	chr11:118194818-118266077	false negative	3	100
3	118230.778	118232.881	chr11:118194818-118266077	false negative	3	100
0	118173.358	118176.231	chr11:118175144-118176570	correct	4	1
0	118176.442	118181.782	chr11:118175144-118176570	correct	4	1
0	118207.607	118211.434	chr11:118210640-118211926	correct	4	2
0	118213.055	118214.022	chr11:118211927-118213402	correct	4	3
0	118214.653	118215.916	chr11:118214880-118216310	correct	4	4
0	118216.57	118220.883	chr11:118216311-118217053	correct	4	5
0	118222.047	118228.604	chr11:118227122-118228294	correct	4	6
3	118229.419	118230.534	chr11:118230212-118231217	false negative	4	59
3	118230.778	118232.881	chr11:118230212-118231217	false negative	4	59
0	118173.358	118176.231	chr11:118174866-118177024	correct	4	8
0	118176.442	118181.782	chr11:118174866-118177024	correct	4	8
0	118207.607	118211.434	chr11:118210926-118211667	correct	4	9
0	118213.055	118214.022	chr11:118211668-118213341	correct	4	10
0	118214.653	118215.916	chr11:118214905-118217190	correct	4	11
0	118216.57	118220.883	chr11:118214905-118217190	correct	4	11
0	118222.047	118228.604	chr11:118224813-118226715	correct	4	12
3	118229.419	118230.534	chr11:118230179-118231781	false negative	4	64
3	118230.778	118232.881	chr11:118230179-118231781	false negative	4	64
0	118173.358	118176.231	chr11:118175139-118176578	correct	4	14
0	118176.442	118181.782	chr11:118175139-118176578	correct	4	14
0	118207.607	118211.434	chr11:118209536-118211789	correct	4	15
0	118213.055	118214.022	chr11:118211790-118213354	correct	4	16
0	118214.653	118215.916	chr11:118214509-118217408	correct	4	17
0	118216.57	118220.883	chr11:118214509-118217408	correct	4	17
0	118222.047	118228.604	chr11:118221068-118225263	correct	4	18
3	118229.419	118230.534	chr11:118229400-118231571	false negative	4	69
3	118230.778	118232.881	chr11:118229400-118231571	false negative	4	69
0	118173.358	118176.231	chr11:118174953-118176654	correct	4	20
0	118176.442	118181.782	chr11:118174953-118176654	correct	4	20
0	118207.607	118211.434	chr11:118209252-118213860	correct	4	21
0	118213.055	118214.022	chr11:118209252-118213860	correct	4	21
0	118214.653	118215.916	chr11:118214496-118218828	correct	4	22
0	118216.57	118220.883	chr11:118214496-118218828	correct	4	22
0	118222.047	118228.604	chr11:118224849-118228003	correct	4	23
3	118229.419	118230.534	chr11:118228456-118231646	false negative	4	73
3	118230.778	118232.881	chr11:118228456-118231646	false negative	4	73
0	118173.358	118176.231	chr11:118174946-118177139	correct	4	25
0	118176.442	118181.782	chr11:118174946-118177139	correct	4	25
0	118207.607	118211.434	chr11:118208777-118213897	correct	4	26
0	118213.055	118214.022	chr11:118208777-118213897	correct	4	26
0	118214.653	118215.916	chr11:118213898-118218859	correct	4	27
0	118216.57	118220.883	chr11:118213898-118218859	correct	4	27
0	118222.047	118228.604	chr11:118218860-118229258	correct	4	28
3	118229.419	118230.534	chr11:118229259-118233705	false negative	4	77
3	118230.778	118232.881	chr11:118229259-118233705	false negative	4	77
0	118173.358	118176.231	chr11:118171577-118178639	correct	4	30
0	118176.442	118181.782	chr11:118171577-118178639	correct	4	30
0	118207.607	118211.434	chr11:118208371-118214262	correct	4	31
0	118213.055	118214.022	chr11:118208371-118214262	correct	4	31
0	118214.653	118215.916	chr11:118214263-118219522	correct	4	32
0	118216.57	118220.883	chr11:118214263-118219522	correct	4	32
0	118222.047	118228.604	chr11:118219523-118225461	correct	4	33
3	118229.419	118230.534	chr11:118226161-118233711	false negative	4	81
3	118230.778	118232.881	chr11:118226161-118233711	false negative	4	81
0	118173.358	118176.231	chr11:118170572-118179444	correct	4	35
0	118176.442	118181.782	chr11:118170572-118179444	correct	4	35
0	118207.607	118211.434	chr11:118207606-118220428	correct	4	36
0	118213.055	118214.022	chr11:118207606-118220428	correct	4	36
0	118214.653	118215.916	chr11:118207606-118220428	correct	4	36
0	118216.57	118220.883	chr11:118207606-118220428	correct	4	36
0	118222.047	118228.604	chr11:118224254-118234051	correct	4	37
3	118229.419	118230.534	chr11:118224254-118234051	false negative	4	84
3	118230.778	118232.881	chr11:118224254-118234051	false negative	4	84
0	118173.358	118176.231	chr11:118169778-118184378	correct	4	38
0	118176.442	118181.782	chr11:118169778-118184378	correct	4	38
0	118207.607	118211.434	chr11:118208100-118222359	correct	4	39
0	118213.055	118214.022	chr11:118208100-118222359	correct	4	39
0	118214.653	118215.916	chr11:118208100-118222359	correct	4	39
0	118216.57	118220.883	chr11:118208100-118222359	correct	4	39
0	118222.047	118228.604	chr11:118222360-118239987	correct	4	40
3	118229.419	118230.534	chr11:118222360-118239987	false negative	4	87
3	118230.778	118232.881	chr11:118222360-118239987	false negative	4	87
0	118173.358	118176.231	chr11:118166081-118182712	correct	4	41
0	118176.442	118181.782	chr11:118166081-118182712	correct	4	41
0	118207.607	118211.434	chr11:118200904-118225604	correct	4	42
0	118213.055	118214.022	chr11:118200904-118225604	correct	4	42
0	118214.653	118215.916	chr11:118200904-118225604	correct	4	42
0	118216.57	118220.883	chr11:118200904-118225604	correct	4	42
0	118222.047	118228.604	chr11:118200904-118225604	correct	4	42
3	118229.419	118230.534	chr11:118225605-118243804	false negative	4	90
3	118230.778	118232.881	chr11:118225605-118243804	false negative	4	90
0	118173.358	118176.231	chr11:118170310-118195238	correct	4	44
0	118176.442	118181.782	chr11:118170310-118195238	correct	4	44
0	118207.607	118211.434	chr11:118195500-118224233	correct	4	45
0	118213.055	118214.022	chr11:118195500-118224233	correct	4	45
0	118214.653	118215.916	chr11:118195500-118224233	correct	4	45
0	118216.57	118220.883	chr11:118195500-118224233	correct	4	45
0	118222.047	118228.604	chr11:118224234-118249203	correct	4	46
3	118229.419	118230.534	chr11:118224234-118249203	false negative	4	93
3	118230.778	118232.881	chr11:118224234-118249203	false negative	4	93
