xmin	xmax	clickSelects	showSelected1	PANEL	group
6.41665820864529	13.4595888082568	chr11:118191991-118192950	chr11:118191991-118192950	1	18
-2.66332762061181	13.4595888082568	chr11:118192951-118193582	chr11:118192951-118193582	1	19
-2.66332762061181	3.51450446468109	chr11:118193583-118195135	chr11:118193583-118195135	1	20
3.51450446468109	4.29097676350957	chr11:118193583-118195135	chr11:118193583-118195135	1	20
4.29097676350957	5.05158168938197	chr11:118193583-118195135	chr11:118193583-118195135	1	20
5.05158168938197	6.90518582632669	chr11:118193583-118195135	chr11:118193583-118195135	1	20
6.90518582632669	13.4595888082568	chr11:118193583-118195135	chr11:118193583-118195135	1	20
-2.66332762061181	1.89495460353291	chr11:118195386-118196748	chr11:118195386-118196748	1	21
1.89495460353291	4.65435208892829	chr11:118195386-118196748	chr11:118195386-118196748	1	21
4.65435208892829	5.99332217508609	chr11:118195386-118196748	chr11:118195386-118196748	1	21
5.99332217508609	7.90380539136158	chr11:118195386-118196748	chr11:118195386-118196748	1	21
7.90380539136158	13.4595888082568	chr11:118195386-118196748	chr11:118195386-118196748	1	21
-2.66332762061181	4.18921523904215	chr11:118196749-118197629	chr11:118196749-118197629	1	22
4.18921523904215	4.38034407816809	chr11:118196749-118197629	chr11:118196749-118197629	1	22
4.38034407816809	4.47522923687159	chr11:118196749-118197629	chr11:118196749-118197629	1	22
4.47522923687159	5.8569519908686	chr11:118196749-118197629	chr11:118196749-118197629	1	22
5.8569519908686	13.4595888082568	chr11:118196749-118197629	chr11:118196749-118197629	1	22
-2.66332762061181	4.19908320939757	chr11:118197630-118199059	chr11:118197630-118199059	1	23
4.19908320939757	4.98358661999423	chr11:118197630-118199059	chr11:118197630-118199059	1	23
4.98358661999423	6.10987762134218	chr11:118197630-118199059	chr11:118197630-118199059	1	23
6.10987762134218	6.17164140900756	chr11:118197630-118199059	chr11:118197630-118199059	1	23
6.17164140900756	13.4595888082568	chr11:118197630-118199059	chr11:118197630-118199059	1	23
-2.66332762061181	3.93873646943812	chr11:118199060-118200161	chr11:118199060-118200161	1	24
3.93873646943812	5.7537743097335	chr11:118199060-118200161	chr11:118199060-118200161	1	24
5.7537743097335	6.64069511460157	chr11:118199060-118200161	chr11:118199060-118200161	1	24
6.64069511460157	13.4595888082568	chr11:118199060-118200161	chr11:118199060-118200161	1	24
-2.66332762061181	3.47211725555995	chr11:118200162-118201432	chr11:118200162-118201432	1	25
3.47211725555995	4.82563570129275	chr11:118200162-118201432	chr11:118200162-118201432	1	25
4.82563570129275	5.14215528683081	chr11:118200162-118201432	chr11:118200162-118201432	1	25
5.14215528683081	6.82292906789464	chr11:118200162-118201432	chr11:118200162-118201432	1	25
6.82292906789464	13.4595888082568	chr11:118200162-118201432	chr11:118200162-118201432	1	25
-2.66332762061181	4.59773768014251	chr11:118201433-118202458	chr11:118201433-118202458	1	26
4.59773768014251	5.66811663440889	chr11:118201433-118202458	chr11:118201433-118202458	1	26
5.66811663440889	13.4595888082568	chr11:118201433-118202458	chr11:118201433-118202458	1	26
-2.66332762061181	2.44897602857379	chr11:118202692-118203892	chr11:118202692-118203892	1	27
2.44897602857379	5.11867948829885	chr11:118202692-118203892	chr11:118202692-118203892	1	27
5.11867948829885	5.23305002355332	chr11:118202692-118203892	chr11:118202692-118203892	1	27
5.23305002355332	6.0903818316873	chr11:118202692-118203892	chr11:118202692-118203892	1	27
6.0903818316873	13.4595888082568	chr11:118202692-118203892	chr11:118202692-118203892	1	27
-2.66332762061181	13.4595888082568	chr11:118203893-118204314	chr11:118203893-118204314	1	28
-2.66332762061181	2.78199367171232	chr11:118204409-118206012	chr11:118204409-118206012	1	29
2.78199367171232	6.02406336041338	chr11:118204409-118206012	chr11:118204409-118206012	1	29
6.02406336041338	7.42198473279742	chr11:118204409-118206012	chr11:118204409-118206012	1	29
7.42198473279742	7.74837951958648	chr11:118204409-118206012	chr11:118204409-118206012	1	29
7.74837951958648	13.4595888082568	chr11:118204409-118206012	chr11:118204409-118206012	1	29
-2.66332762061181	3.42739811472927	chr11:118206013-118206943	chr11:118206013-118206943	1	30
3.42739811472927	3.90912755554813	chr11:118206013-118206943	chr11:118206013-118206943	1	30
3.90912755554813	4.57872598540668	chr11:118206013-118206943	chr11:118206013-118206943	1	30
4.57872598540668	13.4595888082568	chr11:118206013-118206943	chr11:118206013-118206943	1	30
-2.66332762061181	3.62755380251973	chr11:118206944-118208392	chr11:118206944-118208392	1	31
3.62755380251973	4.50375556843887	chr11:118206944-118208392	chr11:118206944-118208392	1	31
4.50375556843887	5.97877846336204	chr11:118206944-118208392	chr11:118206944-118208392	1	31
5.97877846336204	6.92974554784967	chr11:118206944-118208392	chr11:118206944-118208392	1	31
6.92974554784967	13.4595888082568	chr11:118206944-118208392	chr11:118206944-118208392	1	31
-2.66332762061181	4.59162873375794	chr11:118208393-118209422	chr11:118208393-118209422	1	32
4.59162873375794	4.95131424409821	chr11:118208393-118209422	chr11:118208393-118209422	1	32
4.95131424409821	6.32386259896145	chr11:118208393-118209422	chr11:118208393-118209422	1	32
6.32386259896145	7.0822322008559	chr11:118208393-118209422	chr11:118208393-118209422	1	32
7.0822322008559	13.4595888082568	chr11:118208393-118209422	chr11:118208393-118209422	1	32
-2.66332762061181	1.55560777368463	chr11:118209423-118210639	chr11:118209423-118210639	1	33
1.55560777368463	1.7655284240562	chr11:118209423-118210639	chr11:118209423-118210639	1	33
1.7655284240562	4.82176042413398	chr11:118209423-118210639	chr11:118209423-118210639	1	33
4.82176042413398	6.96453288599451	chr11:118209423-118210639	chr11:118209423-118210639	1	33
6.96453288599451	13.4595888082568	chr11:118209423-118210639	chr11:118209423-118210639	1	33
-2.66332762061181	5.60521588238608	chr11:118210640-118211926	chr11:118210640-118211926	1	34
5.60521588238608	5.76938320038189	chr11:118210640-118211926	chr11:118210640-118211926	1	34
5.76938320038189	6.96803321322437	chr11:118210640-118211926	chr11:118210640-118211926	1	34
6.96803321322437	7.45406344189712	chr11:118210640-118211926	chr11:118210640-118211926	1	34
7.45406344189712	13.4595888082568	chr11:118210640-118211926	chr11:118210640-118211926	1	34
-2.66332762061181	4.23254101577138	chr11:118211927-118213402	chr11:118211927-118213402	1	35
4.23254101577138	5.36238358272285	chr11:118211927-118213402	chr11:118211927-118213402	1	35
5.36238358272285	6.01153011530051	chr11:118211927-118213402	chr11:118211927-118213402	1	35
6.01153011530051	6.97201542555177	chr11:118211927-118213402	chr11:118211927-118213402	1	35
6.97201542555177	13.4595888082568	chr11:118211927-118213402	chr11:118211927-118213402	1	35
-2.66332762061181	2.83477895619209	chr11:118213403-118214361	chr11:118213403-118214361	1	36
2.83477895619209	3.9623945704944	chr11:118213403-118214361	chr11:118213403-118214361	1	36
3.9623945704944	5.92384397922958	chr11:118213403-118214361	chr11:118213403-118214361	1	36
5.92384397922958	7.44299378341037	chr11:118213403-118214361	chr11:118213403-118214361	1	36
7.44299378341037	13.4595888082568	chr11:118213403-118214361	chr11:118213403-118214361	1	36
-2.66332762061181	5.43472225034924	chr11:118214880-118216310	chr11:118214880-118216310	1	37
5.43472225034924	6.48254268797555	chr11:118214880-118216310	chr11:118214880-118216310	1	37
6.48254268797555	8.00692911966301	chr11:118214880-118216310	chr11:118214880-118216310	1	37
8.00692911966301	9.45735158308568	chr11:118214880-118216310	chr11:118214880-118216310	1	37
9.45735158308568	13.4595888082568	chr11:118214880-118216310	chr11:118214880-118216310	1	37
-2.66332762061181	4.99758384812151	chr11:118216311-118217053	chr11:118216311-118217053	1	38
4.99758384812151	5.35070653856307	chr11:118216311-118217053	chr11:118216311-118217053	1	38
5.35070653856307	6.19822748360895	chr11:118216311-118217053	chr11:118216311-118217053	1	38
6.19822748360895	7.57177252271916	chr11:118216311-118217053	chr11:118216311-118217053	1	38
7.57177252271916	13.4595888082568	chr11:118216311-118217053	chr11:118216311-118217053	1	38
-2.66332762061181	4.77700368138864	chr11:118217054-118218159	chr11:118217054-118218159	1	39
4.77700368138864	4.82698791269644	chr11:118217054-118218159	chr11:118217054-118218159	1	39
4.82698791269644	5.39015922222134	chr11:118217054-118218159	chr11:118217054-118218159	1	39
5.39015922222134	6.78598174746544	chr11:118217054-118218159	chr11:118217054-118218159	1	39
6.78598174746544	13.4595888082568	chr11:118217054-118218159	chr11:118217054-118218159	1	39
-2.66332762061181	4.03488146489947	chr11:118218160-118219136	chr11:118218160-118219136	1	40
4.03488146489947	5.25674445275945	chr11:118218160-118219136	chr11:118218160-118219136	1	40
5.25674445275945	6.38668724131436	chr11:118218160-118219136	chr11:118218160-118219136	1	40
6.38668724131436	6.42473987608098	chr11:118218160-118219136	chr11:118218160-118219136	1	40
6.42473987608098	13.4595888082568	chr11:118218160-118219136	chr11:118218160-118219136	1	40
-2.66332762061181	3.55649823934423	chr11:118219344-118220681	chr11:118219344-118220681	1	41
3.55649823934423	4.18533595889947	chr11:118219344-118220681	chr11:118219344-118220681	1	41
4.18533595889947	6.6487582272281	chr11:118219344-118220681	chr11:118219344-118220681	1	41
6.6487582272281	6.76640502094604	chr11:118219344-118220681	chr11:118219344-118220681	1	41
6.76640502094604	13.4595888082568	chr11:118219344-118220681	chr11:118219344-118220681	1	41
-2.66332762061181	2.60679828507404	chr11:118220682-118221565	chr11:118220682-118221565	1	42
2.60679828507404	3.93094776880572	chr11:118220682-118221565	chr11:118220682-118221565	1	42
3.93094776880572	4.65993027888329	chr11:118220682-118221565	chr11:118220682-118221565	1	42
4.65993027888329	5.42449092826368	chr11:118220682-118221565	chr11:118220682-118221565	1	42
5.42449092826368	13.4595888082568	chr11:118220682-118221565	chr11:118220682-118221565	1	42
-2.66332762061181	1.94302332280954	chr11:118221566-118222673	chr11:118221566-118222673	1	43
1.94302332280954	3.54354254908201	chr11:118221566-118222673	chr11:118221566-118222673	1	43
3.54354254908201	4.4143082532438	chr11:118221566-118222673	chr11:118221566-118222673	1	43
4.4143082532438	4.64983587629017	chr11:118221566-118222673	chr11:118221566-118222673	1	43
4.64983587629017	13.4595888082568	chr11:118221566-118222673	chr11:118221566-118222673	1	43
-2.66332762061181	3.40618514279444	chr11:118222674-118223468	chr11:118222674-118223468	1	44
3.40618514279444	3.94751085639256	chr11:118222674-118223468	chr11:118222674-118223468	1	44
3.94751085639256	4.19673204443002	chr11:118222674-118223468	chr11:118222674-118223468	1	44
4.19673204443002	5.23761989191548	chr11:118222674-118223468	chr11:118222674-118223468	1	44
5.23761989191548	13.4595888082568	chr11:118222674-118223468	chr11:118222674-118223468	1	44
-2.66332762061181	3.80583415584962	chr11:118223469-118224627	chr11:118223469-118224627	1	45
3.80583415584962	5.50476304016388	chr11:118223469-118224627	chr11:118223469-118224627	1	45
5.50476304016388	6.5819903707383	chr11:118223469-118224627	chr11:118223469-118224627	1	45
6.5819903707383	6.74619914660485	chr11:118223469-118224627	chr11:118223469-118224627	1	45
6.74619914660485	13.4595888082568	chr11:118223469-118224627	chr11:118223469-118224627	1	45
-2.66332762061181	3.53649510840549	chr11:118224628-118225252	chr11:118224628-118225252	1	46
3.53649510840549	4.80595815695512	chr11:118224628-118225252	chr11:118224628-118225252	1	46
4.80595815695512	4.87421389557936	chr11:118224628-118225252	chr11:118224628-118225252	1	46
4.87421389557936	6.4638429547079	chr11:118224628-118225252	chr11:118224628-118225252	1	46
6.4638429547079	13.4595888082568	chr11:118224628-118225252	chr11:118224628-118225252	1	46
-2.66332762061181	2.75054195769448	chr11:118225253-118226275	chr11:118225253-118226275	1	47
2.75054195769448	4.49102238156004	chr11:118225253-118226275	chr11:118225253-118226275	1	47
4.49102238156004	5.18340478509226	chr11:118225253-118226275	chr11:118225253-118226275	1	47
5.18340478509226	5.86628597441885	chr11:118225253-118226275	chr11:118225253-118226275	1	47
5.86628597441885	13.4595888082568	chr11:118225253-118226275	chr11:118225253-118226275	1	47
-2.66332762061181	3.62081724279294	chr11:118226276-118227121	chr11:118226276-118227121	1	48
3.62081724279294	3.73095910578068	chr11:118226276-118227121	chr11:118226276-118227121	1	48
3.73095910578068	4.28648069471857	chr11:118226276-118227121	chr11:118226276-118227121	1	48
4.28648069471857	5.90336990429357	chr11:118226276-118227121	chr11:118226276-118227121	1	48
5.90336990429357	13.4595888082568	chr11:118226276-118227121	chr11:118226276-118227121	1	48
-2.66332762061181	4.58318519571866	chr11:118227122-118228294	chr11:118227122-118228294	1	49
4.58318519571866	5.39761797835339	chr11:118227122-118228294	chr11:118227122-118228294	1	49
5.39761797835339	6.09977948176486	chr11:118227122-118228294	chr11:118227122-118228294	1	49
6.09977948176486	13.4595888082568	chr11:118227122-118228294	chr11:118227122-118228294	1	49
-2.66332762061181	3.50632598976258	chr11:118228295-118229617	chr11:118228295-118229617	1	50
3.50632598976258	4.90648868203572	chr11:118228295-118229617	chr11:118228295-118229617	1	50
4.90648868203572	5.97492107889863	chr11:118228295-118229617	chr11:118228295-118229617	1	50
5.97492107889863	6.31882135858663	chr11:118228295-118229617	chr11:118228295-118229617	1	50
6.31882135858663	13.4595888082568	chr11:118228295-118229617	chr11:118228295-118229617	1	50
-2.66332762061181	6.20849594611714	chr11:118229618-118230211	chr11:118229618-118230211	1	51
6.20849594611714	7.19280263945521	chr11:118229618-118230211	chr11:118229618-118230211	1	51
7.19280263945521	7.26473620923197	chr11:118229618-118230211	chr11:118229618-118230211	1	51
7.26473620923197	7.58868179948077	chr11:118229618-118230211	chr11:118229618-118230211	1	51
7.58868179948077	13.4595888082568	chr11:118229618-118230211	chr11:118229618-118230211	1	51
-2.66332762061181	7.69731819337431	chr11:118230212-118231217	chr11:118230212-118231217	1	52
7.69731819337431	7.8097006853172	chr11:118230212-118231217	chr11:118230212-118231217	1	52
7.8097006853172	8.454556553872	chr11:118230212-118231217	chr11:118230212-118231217	1	52
8.454556553872	8.84955070803893	chr11:118230212-118231217	chr11:118230212-118231217	1	52
8.84955070803893	13.4595888082568	chr11:118230212-118231217	chr11:118230212-118231217	1	52
-2.66332762061181	3.46893031488109	chr11:118231218-118231779	chr11:118231218-118231779	1	53
3.46893031488109	4.399658833544	chr11:118231218-118231779	chr11:118231218-118231779	1	53
4.399658833544	5.89387321078684	chr11:118231218-118231779	chr11:118231218-118231779	1	53
5.89387321078684	6.21277000833753	chr11:118231218-118231779	chr11:118231218-118231779	1	53
6.21277000833753	13.4595888082568	chr11:118231218-118231779	chr11:118231218-118231779	1	53
-2.66332762061181	4.11409773288021	chr11:118231780-118233718	chr11:118231780-118233718	1	54
4.11409773288021	5.49255598646262	chr11:118231780-118233718	chr11:118231780-118233718	1	54
5.49255598646262	6.09985056570154	chr11:118231780-118233718	chr11:118231780-118233718	1	54
6.09985056570154	6.75482819255618	chr11:118231780-118233718	chr11:118231780-118233718	1	54
6.75482819255618	13.4595888082568	chr11:118231780-118233718	chr11:118231780-118233718	1	54
-2.66332762061181	5.01652647202372	chr11:118233719-118234653	chr11:118233719-118234653	1	55
5.01652647202372	5.55584076086793	chr11:118233719-118234653	chr11:118233719-118234653	1	55
5.55584076086793	5.58588040913324	chr11:118233719-118234653	chr11:118233719-118234653	1	55
5.58588040913324	6.38380085730753	chr11:118233719-118234653	chr11:118233719-118234653	1	55
6.38380085730753	13.4595888082568	chr11:118233719-118234653	chr11:118233719-118234653	1	55
-2.66332762061181	4.65687529577443	chr11:118172617-118174865	chr11:118172617-118174865	1	56
4.65687529577443	6.64167088043675	chr11:118172617-118174865	chr11:118172617-118174865	1	56
6.64167088043675	7.10434251826218	chr11:118172617-118174865	chr11:118172617-118174865	1	56
7.10434251826218	13.4595888082568	chr11:118172617-118174865	chr11:118172617-118174865	1	56
-2.66332762061181	3.51672611218669	chr11:118174866-118177024	chr11:118174866-118177024	1	57
3.51672611218669	6.85081583308676	chr11:118174866-118177024	chr11:118174866-118177024	1	57
6.85081583308676	9.14294022439696	chr11:118174866-118177024	chr11:118174866-118177024	1	57
9.14294022439696	9.91109741426074	chr11:118174866-118177024	chr11:118174866-118177024	1	57
9.91109741426074	13.4595888082568	chr11:118174866-118177024	chr11:118174866-118177024	1	57
-2.66332762061181	3.50934543395331	chr11:118177025-118178581	chr11:118177025-118178581	1	58
3.50934543395331	5.33749553064113	chr11:118177025-118178581	chr11:118177025-118178581	1	58
5.33749553064113	5.50191932835279	chr11:118177025-118178581	chr11:118177025-118178581	1	58
5.50191932835279	6.72498107135478	chr11:118177025-118178581	chr11:118177025-118178581	1	58
6.72498107135478	13.4595888082568	chr11:118177025-118178581	chr11:118177025-118178581	1	58
-2.66332762061181	4.7934225739104	chr11:118178582-118180380	chr11:118178582-118180380	1	59
4.7934225739104	6.64572540938629	chr11:118178582-118180380	chr11:118178582-118180380	1	59
6.64572540938629	6.82041461130692	chr11:118178582-118180380	chr11:118178582-118180380	1	59
6.82041461130692	7.75437355699515	chr11:118178582-118180380	chr11:118178582-118180380	1	59
7.75437355699515	13.4595888082568	chr11:118178582-118180380	chr11:118178582-118180380	1	59
-2.66332762061181	5.05364839153895	chr11:118180381-118182034	chr11:118180381-118182034	1	60
5.05364839153895	5.86518873649263	chr11:118180381-118182034	chr11:118180381-118182034	1	60
5.86518873649263	7.31490981263901	chr11:118180381-118182034	chr11:118180381-118182034	1	60
7.31490981263901	7.90498813641291	chr11:118180381-118182034	chr11:118180381-118182034	1	60
7.90498813641291	13.4595888082568	chr11:118180381-118182034	chr11:118180381-118182034	1	60
-2.66332762061181	4.26499531808525	chr11:118182035-118183425	chr11:118182035-118183425	1	61
4.26499531808525	5.70252950404491	chr11:118182035-118183425	chr11:118182035-118183425	1	61
5.70252950404491	7.07279943412352	chr11:118182035-118183425	chr11:118182035-118183425	1	61
7.07279943412352	13.4595888082568	chr11:118182035-118183425	chr11:118182035-118183425	1	61
-2.66332762061181	1.55974639910986	chr11:118183426-118185207	chr11:118183426-118185207	1	62
1.55974639910986	4.89421180258176	chr11:118183426-118185207	chr11:118183426-118185207	1	62
4.89421180258176	6.17490878442659	chr11:118183426-118185207	chr11:118183426-118185207	1	62
6.17490878442659	6.79135224832297	chr11:118183426-118185207	chr11:118183426-118185207	1	62
6.79135224832297	13.4595888082568	chr11:118183426-118185207	chr11:118183426-118185207	1	62
-2.66332762061181	4.97870148434694	chr11:118185393-118186834	chr11:118185393-118186834	1	63
4.97870148434694	5.56922922515844	chr11:118185393-118186834	chr11:118185393-118186834	1	63
5.56922922515844	5.92463948066679	chr11:118185393-118186834	chr11:118185393-118186834	1	63
5.92463948066679	6.77956381058295	chr11:118185393-118186834	chr11:118185393-118186834	1	63
6.77956381058295	13.4595888082568	chr11:118185393-118186834	chr11:118185393-118186834	1	63
-2.66332762061181	4.7439369836878	chr11:118186835-118188437	chr11:118186835-118188437	1	64
4.7439369836878	5.01343182522276	chr11:118186835-118188437	chr11:118186835-118188437	1	64
5.01343182522276	6.21160287509153	chr11:118186835-118188437	chr11:118186835-118188437	1	64
6.21160287509153	7.46218737412303	chr11:118186835-118188437	chr11:118186835-118188437	1	64
7.46218737412303	13.4595888082568	chr11:118186835-118188437	chr11:118186835-118188437	1	64
-2.66332762061181	4.49932443213022	chr11:118188438-118191972	chr11:118188438-118191972	1	65
4.49932443213022	5.57300261543207	chr11:118188438-118191972	chr11:118188438-118191972	1	65
5.57300261543207	6.29196890176125	chr11:118188438-118191972	chr11:118188438-118191972	1	65
6.29196890176125	7.14031941710032	chr11:118188438-118191972	chr11:118188438-118191972	1	65
7.14031941710032	13.4595888082568	chr11:118188438-118191972	chr11:118188438-118191972	1	65
-2.66332762061181	5.09766722275591	chr11:118191973-118193671	chr11:118191973-118193671	1	66
5.09766722275591	5.26443447825948	chr11:118191973-118193671	chr11:118191973-118193671	1	66
5.26443447825948	5.56831400750322	chr11:118191973-118193671	chr11:118191973-118193671	1	66
5.56831400750322	6.58160395757706	chr11:118191973-118193671	chr11:118191973-118193671	1	66
6.58160395757706	13.4595888082568	chr11:118191973-118193671	chr11:118191973-118193671	1	66
-2.66332762061181	4.03032671224598	chr11:118193672-118195893	chr11:118193672-118195893	1	67
4.03032671224598	4.63355584007532	chr11:118193672-118195893	chr11:118193672-118195893	1	67
4.63355584007532	6.5974036651166	chr11:118193672-118195893	chr11:118193672-118195893	1	67
6.5974036651166	13.4595888082568	chr11:118193672-118195893	chr11:118193672-118195893	1	67
-2.66332762061181	3.21189702709026	chr11:118195894-118197229	chr11:118195894-118197229	1	68
3.21189702709026	5.44555163224023	chr11:118195894-118197229	chr11:118195894-118197229	1	68
5.44555163224023	5.86735891499818	chr11:118195894-118197229	chr11:118195894-118197229	1	68
5.86735891499818	8.06530106994634	chr11:118195894-118197229	chr11:118195894-118197229	1	68
