x	y	label	showSelected1	showSelected2	PANEL	group
5.39813059382248	4.5	0.6 kb in problem chr11:118231218-118231779	chr11:118231218-118231779	1629	1	53
5.39813059382248	4.5	1.9 kb in problem chr11:118231780-118233718	chr11:118231780-118233718	1629	1	54
5.39813059382248	4.5	0.9 kb in problem chr11:118233719-118234653	chr11:118233719-118234653	1629	1	55
5.39813059382248	4.5	2.2 kb in problem chr11:118172617-118174865	chr11:118172617-118174865	2304	1	56
5.39813059382248	4.5	2.2 kb in problem chr11:118174866-118177024	chr11:118174866-118177024	2304	1	57
5.39813059382248	4.5	1.6 kb in problem chr11:118177025-118178581	chr11:118177025-118178581	2304	1	58
5.39813059382248	4.5	1.8 kb in problem chr11:118178582-118180380	chr11:118178582-118180380	2304	1	59
5.39813059382248	4.5	1.7 kb in problem chr11:118180381-118182034	chr11:118180381-118182034	2304	1	60
5.39813059382248	4.5	1.4 kb in problem chr11:118182035-118183425	chr11:118182035-118183425	2304	1	61
5.39813059382248	4.5	1.8 kb in problem chr11:118183426-118185207	chr11:118183426-118185207	2304	1	62
5.39813059382248	4.5	1.4 kb in problem chr11:118185393-118186834	chr11:118185393-118186834	2304	1	63
5.39813059382248	4.5	1.6 kb in problem chr11:118186835-118188437	chr11:118186835-118188437	2304	1	64
5.39813059382248	4.5	3.5 kb in problem chr11:118188438-118191972	chr11:118188438-118191972	2304	1	65
5.39813059382248	4.5	1.7 kb in problem chr11:118191973-118193671	chr11:118191973-118193671	2304	1	66
5.39813059382248	4.5	2.2 kb in problem chr11:118193672-118195893	chr11:118193672-118195893	2304	1	67
5.39813059382248	4.5	1.3 kb in problem chr11:118195894-118197229	chr11:118195894-118197229	2304	1	68
5.39813059382248	4.5	1.8 kb in problem chr11:118197230-118198986	chr11:118197230-118198986	2304	1	69
5.39813059382248	4.5	1.0 kb in problem chr11:118198987-118199961	chr11:118198987-118199961	2304	1	70
5.39813059382248	4.5	1.9 kb in problem chr11:118199962-118201879	chr11:118199962-118201879	2304	1	71
5.39813059382248	4.5	1.5 kb in problem chr11:118202212-118203695	chr11:118202212-118203695	2304	1	72
5.39813059382248	4.5	1.1 kb in problem chr11:118203696-118204821	chr11:118203696-118204821	2304	1	73
5.39813059382248	4.5	1.2 kb in problem chr11:118204822-118206054	chr11:118204822-118206054	2304	1	74
5.39813059382248	4.5	0.9 kb in problem chr11:118206055-118206943	chr11:118206055-118206943	2304	1	75
5.39813059382248	4.5	1.4 kb in problem chr11:118206944-118208390	chr11:118206944-118208390	2304	1	76
5.39813059382248	4.5	1.1 kb in problem chr11:118208391-118209537	chr11:118208391-118209537	2304	1	77
5.39813059382248	4.5	1.0 kb in problem chr11:118209538-118210524	chr11:118209538-118210524	2304	1	78
5.39813059382248	4.5	0.4 kb in problem chr11:118210525-118210925	chr11:118210525-118210925	2304	1	79
5.39813059382248	4.5	0.7 kb in problem chr11:118210926-118211667	chr11:118210926-118211667	2304	1	80
5.39813059382248	4.5	1.7 kb in problem chr11:118211668-118213341	chr11:118211668-118213341	2304	1	81
5.39813059382248	4.5	1.6 kb in problem chr11:118213342-118214904	chr11:118213342-118214904	2304	1	82
5.39813059382248	4.5	2.3 kb in problem chr11:118214905-118217190	chr11:118214905-118217190	2304	1	83
5.39813059382248	4.5	1.1 kb in problem chr11:118217257-118218373	chr11:118217257-118218373	2304	1	84
5.39813059382248	4.5	1.5 kb in problem chr11:118218374-118219848	chr11:118218374-118219848	2304	1	85
5.39813059382248	4.5	1.7 kb in problem chr11:118219849-118221564	chr11:118219849-118221564	2304	1	86
5.39813059382248	4.5	1.5 kb in problem chr11:118221565-118223070	chr11:118221565-118223070	2304	1	87
5.39813059382248	4.5	1.7 kb in problem chr11:118223071-118224812	chr11:118223071-118224812	2304	1	88
5.39813059382248	4.5	1.9 kb in problem chr11:118224813-118226715	chr11:118224813-118226715	2304	1	89
5.39813059382248	4.5	1.9 kb in problem chr11:118226716-118228591	chr11:118226716-118228591	2304	1	90
5.39813059382248	4.5	1.1 kb in problem chr11:118228592-118229705	chr11:118228592-118229705	2304	1	91
5.39813059382248	4.5	0.5 kb in problem chr11:118229706-118230178	chr11:118229706-118230178	2304	1	92
5.39813059382248	4.5	1.6 kb in problem chr11:118230179-118231781	chr11:118230179-118231781	2304	1	93
5.39813059382248	4.5	0.7 kb in problem chr11:118231782-118232529	chr11:118231782-118232529	2304	1	94
5.39813059382248	4.5	0.6 kb in problem chr11:118232530-118233179	chr11:118232530-118233179	2304	1	95
5.39813059382248	4.5	1.6 kb in problem chr11:118233180-118234772	chr11:118233180-118234772	2304	1	96
5.39813059382248	4.5	3.1 kb in problem chr11:118172062-118175138	chr11:118172062-118175138	3258	1	97
5.39813059382248	4.5	1.4 kb in problem chr11:118175139-118176578	chr11:118175139-118176578	3258	1	98
5.39813059382248	4.5	1.6 kb in problem chr11:118176579-118178170	chr11:118176579-118178170	3258	1	99
5.39813059382248	4.5	2.2 kb in problem chr11:118178171-118180360	chr11:118178171-118180360	3258	1	100
5.39813059382248	4.5	1.5 kb in problem chr11:118180361-118181820	chr11:118180361-118181820	3258	1	101
5.39813059382248	4.5	1.9 kb in problem chr11:118181821-118183691	chr11:118181821-118183691	3258	1	102
5.39813059382248	4.5	1.0 kb in problem chr11:118183692-118184718	chr11:118183692-118184718	3258	1	103
5.39813059382248	4.5	1.7 kb in problem chr11:118184719-118186458	chr11:118184719-118186458	3258	1	104
5.39813059382248	4.5	2.5 kb in problem chr11:118186459-118188914	chr11:118186459-118188914	3258	1	105
5.39813059382248	4.5	1.8 kb in problem chr11:118188915-118190753	chr11:118188915-118190753	3258	1	106
5.39813059382248	4.5	1.2 kb in problem chr11:118190754-118191964	chr11:118190754-118191964	3258	1	107
5.39813059382248	4.5	1.5 kb in problem chr11:118191965-118193492	chr11:118191965-118193492	3258	1	108
5.39813059382248	4.5	2.2 kb in problem chr11:118193493-118195694	chr11:118193493-118195694	3258	1	109
5.39813059382248	4.5	1.9 kb in problem chr11:118195695-118197557	chr11:118195695-118197557	3258	1	110
5.39813059382248	4.5	2.8 kb in problem chr11:118197558-118200387	chr11:118197558-118200387	3258	1	111
5.39813059382248	4.5	2.2 kb in problem chr11:118200388-118202617	chr11:118200388-118202617	3258	1	112
5.39813059382248	4.5	2.3 kb in problem chr11:118202618-118204895	chr11:118202618-118204895	3258	1	113
5.39813059382248	4.5	1.1 kb in problem chr11:118204896-118205988	chr11:118204896-118205988	3258	1	114
5.39813059382248	4.5	1.5 kb in problem chr11:118205989-118207487	chr11:118205989-118207487	3258	1	115
5.39813059382248	4.5	2.0 kb in problem chr11:118207488-118209535	chr11:118207488-118209535	3258	1	116
5.39813059382248	4.5	2.3 kb in problem chr11:118209536-118211789	chr11:118209536-118211789	3258	1	117
5.39813059382248	4.5	1.6 kb in problem chr11:118211790-118213354	chr11:118211790-118213354	3258	1	118
5.39813059382248	4.5	1.2 kb in problem chr11:118213355-118214508	chr11:118213355-118214508	3258	1	119
5.39813059382248	4.5	2.9 kb in problem chr11:118214509-118217408	chr11:118214509-118217408	3258	1	120
5.39813059382248	4.5	0.8 kb in problem chr11:118217409-118218173	chr11:118217409-118218173	3258	1	121
5.39813059382248	4.5	1.4 kb in problem chr11:118218174-118219584	chr11:118218174-118219584	3258	1	122
5.39813059382248	4.5	1.5 kb in problem chr11:118219585-118221067	chr11:118219585-118221067	3258	1	123
5.39813059382248	4.5	4.2 kb in problem chr11:118221068-118225263	chr11:118221068-118225263	3258	1	124
5.39813059382248	4.5	3.0 kb in problem chr11:118225264-118228246	chr11:118225264-118228246	3258	1	125
5.39813059382248	4.5	1.2 kb in problem chr11:118228247-118229399	chr11:118228247-118229399	3258	1	126
5.39813059382248	4.5	2.2 kb in problem chr11:118229400-118231571	chr11:118229400-118231571	3258	1	127
5.39813059382248	4.5	1.7 kb in problem chr11:118231572-118233230	chr11:118231572-118233230	3258	1	128
5.39813059382248	4.5	1.9 kb in problem chr11:118233231-118235084	chr11:118233231-118235084	3258	1	129
5.39813059382248	4.5	3.3 kb in problem chr11:118169294-118172593	chr11:118169294-118172593	4608	1	130
5.39813059382248	4.5	2.4 kb in problem chr11:118172594-118174952	chr11:118172594-118174952	4608	1	131
5.39813059382248	4.5	1.7 kb in problem chr11:118174953-118176654	chr11:118174953-118176654	4608	1	132
5.39813059382248	4.5	2.6 kb in problem chr11:118176655-118179273	chr11:118176655-118179273	4608	1	133
5.39813059382248	4.5	2.8 kb in problem chr11:118179274-118182038	chr11:118179274-118182038	4608	1	134
5.39813059382248	4.5	3.5 kb in problem chr11:118182039-118185519	chr11:118182039-118185519	4608	1	135
5.39813059382248	4.5	4.4 kb in problem chr11:118185520-118189896	chr11:118185520-118189896	4608	1	136
5.39813059382248	4.5	4.1 kb in problem chr11:118190281-118194391	chr11:118190281-118194391	4608	1	137
5.39813059382248	4.5	2.7 kb in problem chr11:118194392-118197114	chr11:118194392-118197114	4608	1	138
5.39813059382248	4.5	4.6 kb in problem chr11:118197194-118201802	chr11:118197194-118201802	4608	1	139
5.39813059382248	4.5	4.6 kb in problem chr11:118202864-118207472	chr11:118202864-118207472	4608	1	140
5.39813059382248	4.5	4.6 kb in problem chr11:118209252-118213860	chr11:118209252-118213860	4608	1	141
5.39813059382248	4.5	4.3 kb in problem chr11:118214496-118218828	chr11:118214496-118218828	4608	1	142
5.39813059382248	4.5	3.5 kb in problem chr11:118218829-118222360	chr11:118218829-118222360	4608	1	143
5.39813059382248	4.5	2.5 kb in problem chr11:118222361-118224848	chr11:118222361-118224848	4608	1	144
5.39813059382248	4.5	3.2 kb in problem chr11:118224849-118228003	chr11:118224849-118228003	4608	1	145
5.39813059382248	4.5	3.2 kb in problem chr11:118228456-118231646	chr11:118228456-118231646	4608	1	146
5.39813059382248	4.5	3.5 kb in problem chr11:118231647-118235159	chr11:118231647-118235159	4608	1	147
5.39813059382248	4.5	4.4 kb in problem chr11:118170511-118174945	chr11:118170511-118174945	6516	1	148
5.39813059382248	4.5	2.2 kb in problem chr11:118174946-118177139	chr11:118174946-118177139	6516	1	149
5.39813059382248	4.5	2.4 kb in problem chr11:118177140-118179564	chr11:118177140-118179564	6516	1	150
5.39813059382248	4.5	4.9 kb in problem chr11:118179565-118184430	chr11:118179565-118184430	6516	1	151
5.39813059382248	4.5	5.7 kb in problem chr11:118184431-118190097	chr11:118184431-118190097	6516	1	152
5.39813059382248	4.5	5.7 kb in problem chr11:118190098-118195843	chr11:118190098-118195843	6516	1	153
5.39813059382248	4.5	6.0 kb in problem chr11:118196423-118202427	chr11:118196423-118202427	6516	1	154
5.39813059382248	4.5	6.0 kb in problem chr11:118202428-118208431	chr11:118202428-118208431	6516	1	155
5.39813059382248	4.5	5.1 kb in problem chr11:118208777-118213897	chr11:118208777-118213897	6516	1	156
5.39813059382248	4.5	5.0 kb in problem chr11:118213898-118218859	chr11:118213898-118218859	6516	1	157
5.39813059382248	4.5	10.4 kb in problem chr11:118218860-118229258	chr11:118218860-118229258	6516	1	158
5.39813059382248	4.5	4.4 kb in problem chr11:118229259-118233705	chr11:118229259-118233705	6516	1	159
5.39813059382248	4.5	6.2 kb in problem chr11:118233706-118239904	chr11:118233706-118239904	6516	1	160
5.39813059382248	4.5	9.2 kb in problem chr11:118161082-118170298	chr11:118161082-118170298	9216	1	161
5.39813059382248	4.5	7.1 kb in problem chr11:118171577-118178639	chr11:118171577-118178639	9216	1	162
5.39813059382248	4.5	5.6 kb in problem chr11:118178640-118184271	chr11:118178640-118184271	9216	1	163
5.39813059382248	4.5	5.1 kb in problem chr11:118184272-118189408	chr11:118184272-118189408	9216	1	164
5.39813059382248	4.5	5.7 kb in problem chr11:118189409-118195097	chr11:118189409-118195097	9216	1	165
5.39813059382248	4.5	7.0 kb in problem chr11:118195098-118202120	chr11:118195098-118202120	9216	1	166
5.39813059382248	4.5	6.2 kb in problem chr11:118202121-118208370	chr11:118202121-118208370	9216	1	167
5.39813059382248	4.5	5.9 kb in problem chr11:118208371-118214262	chr11:118208371-118214262	9216	1	168
5.39813059382248	4.5	5.3 kb in problem chr11:118214263-118219522	chr11:118214263-118219522	9216	1	169
5.39813059382248	4.5	5.9 kb in problem chr11:118219523-118225461	chr11:118219523-118225461	9216	1	170
5.39813059382248	4.5	7.5 kb in problem chr11:118226161-118233711	chr11:118226161-118233711	9216	1	171
5.39813059382248	4.5	7.5 kb in problem chr11:118233712-118241262	chr11:118233712-118241262	9216	1	172
5.39813059382248	4.5	12.6 kb in problem chr11:118157970-118170571	chr11:118157970-118170571	13033	1	173
5.39813059382248	4.5	8.9 kb in problem chr11:118170572-118179444	chr11:118170572-118179444	13033	1	174
5.39813059382248	4.5	4.8 kb in problem chr11:118179445-118184245	chr11:118179445-118184245	13033	1	175
5.39813059382248	4.5	6.1 kb in problem chr11:118184246-118190326	chr11:118184246-118190326	13033	1	176
5.39813059382248	4.5	5.1 kb in problem chr11:118190327-118195415	chr11:118190327-118195415	13033	1	177
5.39813059382248	4.5	7.3 kb in problem chr11:118195416-118202706	chr11:118195416-118202706	13033	1	178
5.39813059382248	4.5	4.9 kb in problem chr11:118202707-118207605	chr11:118202707-118207605	13033	1	179
5.39813059382248	4.5	12.8 kb in problem chr11:118207606-118220428	chr11:118207606-118220428	13033	1	180
5.39813059382248	4.5	9.8 kb in problem chr11:118224254-118234051	chr11:118224254-118234051	13033	1	181
5.39813059382248	4.5	9.4 kb in problem chr11:118234052-118243502	chr11:118234052-118243502	13033	1	182
5.39813059382248	4.5	16.2 kb in problem chr11:118153536-118169777	chr11:118153536-118169777	18432	1	183
5.39813059382248	4.5	14.6 kb in problem chr11:118169778-118184378	chr11:118169778-118184378	18432	1	184
5.39813059382248	4.5	12.0 kb in problem chr11:118184379-118196409	chr11:118184379-118196409	18432	1	185
5.39813059382248	4.5	11.7 kb in problem chr11:118196410-118208099	chr11:118196410-118208099	18432	1	186
5.39813059382248	4.5	14.3 kb in problem chr11:118208100-118222359	chr11:118208100-118222359	18432	1	187
5.39813059382248	4.5	17.6 kb in problem chr11:118222360-118239987	chr11:118222360-118239987	18432	1	188
5.39813059382248	4.5	23.8 kb in problem chr11:118142322-118166080	chr11:118142322-118166080	26066	1	189
5.39813059382248	4.5	16.6 kb in problem chr11:118166081-118182712	chr11:118166081-118182712	26066	1	190
5.39813059382248	4.5	17.9 kb in problem chr11:118182713-118200648	chr11:118182713-118200648	26066	1	191
5.39813059382248	4.5	24.7 kb in problem chr11:118200904-118225604	chr11:118200904-118225604	26066	1	192
5.39813059382248	4.5	18.2 kb in problem chr11:118225605-118243804	chr11:118225605-118243804	26066	1	193
5.39813059382248	4.5	31.1 kb in problem chr11:118139220-118170309	chr11:118139220-118170309	36864	1	194
5.39813059382248	4.5	24.9 kb in problem chr11:118170310-118195238	chr11:118170310-118195238	36864	1	195
5.39813059382248	4.5	28.7 kb in problem chr11:118195500-118224233	chr11:118195500-118224233	36864	1	196
5.39813059382248	4.5	25.0 kb in problem chr11:118224234-118249203	chr11:118224234-118249203	36864	1	197
5.39813059382248	4.5	44.6 kb in problem chr11:118150742-118195371	chr11:118150742-118195371	52133	1	198
5.39813059382248	4.5	28.9 kb in problem chr11:118195372-118224236	chr11:118195372-118224236	52133	1	199
5.39813059382248	4.5	32.6 kb in problem chr11:118224237-118256837	chr11:118224237-118256837	52133	1	200
5.39813059382248	4.5	54.2 kb in problem chr11:118139927-118194115	chr11:118139927-118194115	73728	1	201
5.39813059382248	4.5	56.7 kb in problem chr11:118194116-118250799	chr11:118194116-118250799	73728	1	202
5.39813059382248	4.5	69.5 kb in problem chr11:118125367-118194817	chr11:118125367-118194817	104267	1	203
5.39813059382248	4.5	71.3 kb in problem chr11:118194818-118266077	chr11:118194818-118266077	104267	1	204
