linetype	xmin	xmax	showSelected1	showSelected3	showSelected4	PANEL	group
0	118176.442	118181.782	chr11:118175144-118176570	1629	correct	3	1
0	118207.607	118211.434	chr11:118210640-118211926	1629	correct	3	2
0	118213.055	118214.022	chr11:118211927-118213402	1629	correct	3	3
0	118214.653	118215.916	chr11:118214880-118216310	1629	correct	3	4
0	118216.57	118220.883	chr11:118216311-118217053	1629	correct	3	5
0	118222.047	118228.604	chr11:118227122-118228294	1629	correct	3	6
3	118229.419	118230.534	chr11:118230212-118231217	1629	false negative	3	59
3	118230.778	118232.881	chr11:118230212-118231217	1629	false negative	3	59
0	118173.358	118176.231	chr11:118174866-118177024	2304	correct	3	8
0	118176.442	118181.782	chr11:118174866-118177024	2304	correct	3	8
0	118207.607	118211.434	chr11:118210926-118211667	2304	correct	3	9
0	118213.055	118214.022	chr11:118211668-118213341	2304	correct	3	10
0	118214.653	118215.916	chr11:118214905-118217190	2304	correct	3	11
0	118216.57	118220.883	chr11:118214905-118217190	2304	correct	3	11
0	118222.047	118228.604	chr11:118224813-118226715	2304	correct	3	12
3	118229.419	118230.534	chr11:118230179-118231781	2304	false negative	3	64
3	118230.778	118232.881	chr11:118230179-118231781	2304	false negative	3	64
0	118173.358	118176.231	chr11:118175139-118176578	3258	correct	3	14
0	118176.442	118181.782	chr11:118175139-118176578	3258	correct	3	14
0	118207.607	118211.434	chr11:118209536-118211789	3258	correct	3	15
0	118213.055	118214.022	chr11:118211790-118213354	3258	correct	3	16
0	118214.653	118215.916	chr11:118214509-118217408	3258	correct	3	17
0	118216.57	118220.883	chr11:118214509-118217408	3258	correct	3	17
0	118222.047	118228.604	chr11:118221068-118225263	3258	correct	3	18
3	118229.419	118230.534	chr11:118229400-118231571	3258	false negative	3	69
3	118230.778	118232.881	chr11:118229400-118231571	3258	false negative	3	69
0	118173.358	118176.231	chr11:118174953-118176654	4608	correct	3	20
0	118176.442	118181.782	chr11:118174953-118176654	4608	correct	3	20
0	118207.607	118211.434	chr11:118209252-118213860	4608	correct	3	21
0	118213.055	118214.022	chr11:118209252-118213860	4608	correct	3	21
0	118214.653	118215.916	chr11:118214496-118218828	4608	correct	3	22
0	118216.57	118220.883	chr11:118214496-118218828	4608	correct	3	22
0	118222.047	118228.604	chr11:118224849-118228003	4608	correct	3	23
3	118229.419	118230.534	chr11:118228456-118231646	4608	false negative	3	73
3	118230.778	118232.881	chr11:118228456-118231646	4608	false negative	3	73
0	118173.358	118176.231	chr11:118174946-118177139	6516	correct	3	25
0	118176.442	118181.782	chr11:118174946-118177139	6516	correct	3	25
0	118207.607	118211.434	chr11:118208777-118213897	6516	correct	3	26
0	118213.055	118214.022	chr11:118208777-118213897	6516	correct	3	26
0	118214.653	118215.916	chr11:118213898-118218859	6516	correct	3	27
0	118216.57	118220.883	chr11:118213898-118218859	6516	correct	3	27
0	118222.047	118228.604	chr11:118218860-118229258	6516	correct	3	28
3	118229.419	118230.534	chr11:118229259-118233705	6516	false negative	3	77
3	118230.778	118232.881	chr11:118229259-118233705	6516	false negative	3	77
0	118173.358	118176.231	chr11:118171577-118178639	9216	correct	3	30
0	118176.442	118181.782	chr11:118171577-118178639	9216	correct	3	30
0	118207.607	118211.434	chr11:118208371-118214262	9216	correct	3	31
0	118213.055	118214.022	chr11:118208371-118214262	9216	correct	3	31
0	118214.653	118215.916	chr11:118214263-118219522	9216	correct	3	32
0	118216.57	118220.883	chr11:118214263-118219522	9216	correct	3	32
0	118222.047	118228.604	chr11:118219523-118225461	9216	correct	3	33
3	118229.419	118230.534	chr11:118226161-118233711	9216	false negative	3	81
3	118230.778	118232.881	chr11:118226161-118233711	9216	false negative	3	81
0	118173.358	118176.231	chr11:118170572-118179444	13033	correct	3	35
0	118176.442	118181.782	chr11:118170572-118179444	13033	correct	3	35
0	118207.607	118211.434	chr11:118207606-118220428	13033	correct	3	36
0	118213.055	118214.022	chr11:118207606-118220428	13033	correct	3	36
0	118214.653	118215.916	chr11:118207606-118220428	13033	correct	3	36
0	118216.57	118220.883	chr11:118207606-118220428	13033	correct	3	36
0	118222.047	118228.604	chr11:118224254-118234051	13033	correct	3	37
3	118229.419	118230.534	chr11:118224254-118234051	13033	false negative	3	84
3	118230.778	118232.881	chr11:118224254-118234051	13033	false negative	3	84
0	118173.358	118176.231	chr11:118169778-118184378	18432	correct	3	38
0	118176.442	118181.782	chr11:118169778-118184378	18432	correct	3	38
0	118207.607	118211.434	chr11:118208100-118222359	18432	correct	3	39
0	118213.055	118214.022	chr11:118208100-118222359	18432	correct	3	39
0	118214.653	118215.916	chr11:118208100-118222359	18432	correct	3	39
0	118216.57	118220.883	chr11:118208100-118222359	18432	correct	3	39
0	118222.047	118228.604	chr11:118222360-118239987	18432	correct	3	40
3	118229.419	118230.534	chr11:118222360-118239987	18432	false negative	3	87
3	118230.778	118232.881	chr11:118222360-118239987	18432	false negative	3	87
0	118173.358	118176.231	chr11:118166081-118182712	26066	correct	3	41
0	118176.442	118181.782	chr11:118166081-118182712	26066	correct	3	41
0	118207.607	118211.434	chr11:118200904-118225604	26066	correct	3	42
0	118213.055	118214.022	chr11:118200904-118225604	26066	correct	3	42
0	118214.653	118215.916	chr11:118200904-118225604	26066	correct	3	42
0	118216.57	118220.883	chr11:118200904-118225604	26066	correct	3	42
0	118222.047	118228.604	chr11:118200904-118225604	26066	correct	3	42
3	118229.419	118230.534	chr11:118225605-118243804	26066	false negative	3	90
3	118230.778	118232.881	chr11:118225605-118243804	26066	false negative	3	90
0	118173.358	118176.231	chr11:118170310-118195238	36864	correct	3	44
0	118176.442	118181.782	chr11:118170310-118195238	36864	correct	3	44
0	118207.607	118211.434	chr11:118195500-118224233	36864	correct	3	45
0	118213.055	118214.022	chr11:118195500-118224233	36864	correct	3	45
0	118214.653	118215.916	chr11:118195500-118224233	36864	correct	3	45
0	118216.57	118220.883	chr11:118195500-118224233	36864	correct	3	45
0	118222.047	118228.604	chr11:118224234-118249203	36864	correct	3	46
3	118229.419	118230.534	chr11:118224234-118249203	36864	false negative	3	93
3	118230.778	118232.881	chr11:118224234-118249203	36864	false negative	3	93
0	118173.358	118176.231	chr11:118150742-118195371	52133	correct	3	47
0	118176.442	118181.782	chr11:118150742-118195371	52133	correct	3	47
0	118207.607	118211.434	chr11:118195372-118224236	52133	correct	3	48
0	118213.055	118214.022	chr11:118195372-118224236	52133	correct	3	48
0	118214.653	118215.916	chr11:118195372-118224236	52133	correct	3	48
0	118216.57	118220.883	chr11:118195372-118224236	52133	correct	3	48
0	118222.047	118228.604	chr11:118224237-118256837	52133	correct	3	49
3	118229.419	118230.534	chr11:118224237-118256837	52133	false negative	3	96
3	118230.778	118232.881	chr11:118224237-118256837	52133	false negative	3	96
0	118173.358	118176.231	chr11:118139927-118194115	73728	correct	3	50
0	118176.442	118181.782	chr11:118139927-118194115	73728	correct	3	50
0	118207.607	118211.434	chr11:118194116-118250799	73728	correct	3	51
0	118213.055	118214.022	chr11:118194116-118250799	73728	correct	3	51
0	118214.653	118215.916	chr11:118194116-118250799	73728	correct	3	51
0	118216.57	118220.883	chr11:118194116-118250799	73728	correct	3	51
0	118222.047	118228.604	chr11:118194116-118250799	73728	correct	3	51
3	118229.419	118230.534	chr11:118194116-118250799	73728	false negative	3	98
3	118230.778	118232.881	chr11:118194116-118250799	73728	false negative	3	98
0	118173.358	118176.231	chr11:118125367-118194817	104267	correct	3	52
0	118176.442	118181.782	chr11:118125367-118194817	104267	correct	3	52
0	118207.607	118211.434	chr11:118194818-118266077	104267	correct	3	53
0	118213.055	118214.022	chr11:118194818-118266077	104267	correct	3	53
0	118214.653	118215.916	chr11:118194818-118266077	104267	correct	3	53
0	118216.57	118220.883	chr11:118194818-118266077	104267	correct	3	53
0	118222.047	118228.604	chr11:118194818-118266077	104267	correct	3	53
3	118229.419	118230.534	chr11:118194818-118266077	104267	false negative	3	100
3	118230.778	118232.881	chr11:118194818-118266077	104267	false negative	3	100
0	118173.358	118176.231	chr11:118175144-118176570	1629	correct	4	1
0	118176.442	118181.782	chr11:118175144-118176570	1629	correct	4	1
0	118207.607	118211.434	chr11:118210640-118211926	1629	correct	4	2
3	118213.055	118214.022	chr11:118211927-118213402	1629	false negative	4	56
0	118214.653	118215.916	chr11:118214880-118216310	1629	correct	4	4
0	118216.57	118220.883	chr11:118216311-118217053	1629	correct	4	5
0	118222.047	118228.604	chr11:118227122-118228294	1629	correct	4	6
0	118229.419	118230.534	chr11:118230212-118231217	1629	correct	4	7
0	118230.778	118232.881	chr11:118230212-118231217	1629	correct	4	7
0	118173.358	118176.231	chr11:118174866-118177024	2304	correct	4	8
0	118176.442	118181.782	chr11:118174866-118177024	2304	correct	4	8
3	118207.607	118211.434	chr11:118210926-118211667	2304	false negative	4	61
3	118213.055	118214.022	chr11:118211668-118213341	2304	false negative	4	62
0	118214.653	118215.916	chr11:118214905-118217190	2304	correct	4	11
0	118216.57	118220.883	chr11:118214905-118217190	2304	correct	4	11
1	118222.047	118228.604	chr11:118224813-118226715	2304	false positive	4	110
0	118229.419	118230.534	chr11:118230179-118231781	2304	correct	4	13
0	118230.778	118232.881	chr11:118230179-118231781	2304	correct	4	13
0	118173.358	118176.231	chr11:118175139-118176578	3258	correct	4	14
0	118176.442	118181.782	chr11:118175139-118176578	3258	correct	4	14
0	118207.607	118211.434	chr11:118209536-118211789	3258	correct	4	15
3	118213.055	118214.022	chr11:118211790-118213354	3258	false negative	4	67
0	118214.653	118215.916	chr11:118214509-118217408	3258	correct	4	17
0	118216.57	118220.883	chr11:118214509-118217408	3258	correct	4	17
0	118222.047	118228.604	chr11:118221068-118225263	3258	correct	4	18
0	118229.419	118230.534	chr11:118229400-118231571	3258	correct	4	19
0	118230.778	118232.881	chr11:118229400-118231571	3258	correct	4	19
0	118173.358	118176.231	chr11:118174953-118176654	4608	correct	4	20
0	118176.442	118181.782	chr11:118174953-118176654	4608	correct	4	20
0	118207.607	118211.434	chr11:118209252-118213860	4608	correct	4	21
0	118213.055	118214.022	chr11:118209252-118213860	4608	correct	4	21
0	118214.653	118215.916	chr11:118214496-118218828	4608	correct	4	22
0	118216.57	118220.883	chr11:118214496-118218828	4608	correct	4	22
0	118222.047	118228.604	chr11:118224849-118228003	4608	correct	4	23
0	118229.419	118230.534	chr11:118228456-118231646	4608	correct	4	24
0	118230.778	118232.881	chr11:118228456-118231646	4608	correct	4	24
0	118173.358	118176.231	chr11:118174946-118177139	6516	correct	4	25
0	118176.442	118181.782	chr11:118174946-118177139	6516	correct	4	25
0	118207.607	118211.434	chr11:118208777-118213897	6516	correct	4	26
0	118213.055	118214.022	chr11:118208777-118213897	6516	correct	4	26
0	118214.653	118215.916	chr11:118213898-118218859	6516	correct	4	27
0	118216.57	118220.883	chr11:118213898-118218859	6516	correct	4	27
0	118222.047	118228.604	chr11:118218860-118229258	6516	correct	4	28
0	118229.419	118230.534	chr11:118229259-118233705	6516	correct	4	29
0	118230.778	118232.881	chr11:118229259-118233705	6516	correct	4	29
0	118173.358	118176.231	chr11:118171577-118178639	9216	correct	4	30
0	118176.442	118181.782	chr11:118171577-118178639	9216	correct	4	30
0	118207.607	118211.434	chr11:118208371-118214262	9216	correct	4	31
0	118213.055	118214.022	chr11:118208371-118214262	9216	correct	4	31
0	118214.653	118215.916	chr11:118214263-118219522	9216	correct	4	32
0	118216.57	118220.883	chr11:118214263-118219522	9216	correct	4	32
0	118222.047	118228.604	chr11:118219523-118225461	9216	correct	4	33
0	118229.419	118230.534	chr11:118226161-118233711	9216	correct	4	34
0	118230.778	118232.881	chr11:118226161-118233711	9216	correct	4	34
0	118173.358	118176.231	chr11:118170572-118179444	13033	correct	4	35
0	118176.442	118181.782	chr11:118170572-118179444	13033	correct	4	35
0	118207.607	118211.434	chr11:118207606-118220428	13033	correct	4	36
3	118213.055	118214.022	chr11:118207606-118220428	13033	false negative	4	83
3	118214.653	118215.916	chr11:118207606-118220428	13033	false negative	4	83
0	118216.57	118220.883	chr11:118207606-118220428	13033	correct	4	36
0	118222.047	118228.604	chr11:118224254-118234051	13033	correct	4	37
0	118229.419	118230.534	chr11:118224254-118234051	13033	correct	4	37
0	118230.778	118232.881	chr11:118224254-118234051	13033	correct	4	37
0	118173.358	118176.231	chr11:118169778-118184378	18432	correct	4	38
0	118176.442	118181.782	chr11:118169778-118184378	18432	correct	4	38
0	118207.607	118211.434	chr11:118208100-118222359	18432	correct	4	39
3	118213.055	118214.022	chr11:118208100-118222359	18432	false negative	4	86
3	118214.653	118215.916	chr11:118208100-118222359	18432	false negative	4	86
0	118216.57	118220.883	chr11:118208100-118222359	18432	correct	4	39
0	118222.047	118228.604	chr11:118222360-118239987	18432	correct	4	40
0	118229.419	118230.534	chr11:118222360-118239987	18432	correct	4	40
0	118230.778	118232.881	chr11:118222360-118239987	18432	correct	4	40
0	118173.358	118176.231	chr11:118166081-118182712	26066	correct	4	41
0	118176.442	118181.782	chr11:118166081-118182712	26066	correct	4	41
0	118207.607	118211.434	chr11:118200904-118225604	26066	correct	4	42
3	118213.055	118214.022	chr11:118200904-118225604	26066	false negative	4	89
3	118214.653	118215.916	chr11:118200904-118225604	26066	false negative	4	89
0	118216.57	118220.883	chr11:118200904-118225604	26066	correct	4	42
0	118222.047	118228.604	chr11:118200904-118225604	26066	correct	4	42
0	118229.419	118230.534	chr11:118225605-118243804	26066	correct	4	43
0	118230.778	118232.881	chr11:118225605-118243804	26066	correct	4	43
0	118173.358	118176.231	chr11:118170310-118195238	36864	correct	4	44
0	118176.442	118181.782	chr11:118170310-118195238	36864	correct	4	44
0	118207.607	118211.434	chr11:118195500-118224233	36864	correct	4	45
3	118213.055	118214.022	chr11:118195500-118224233	36864	false negative	4	92
3	118214.653	118215.916	chr11:118195500-118224233	36864	false negative	4	92
0	118216.57	118220.883	chr11:118195500-118224233	36864	correct	4	45
0	118222.047	118228.604	chr11:118224234-118249203	36864	correct	4	46
0	118229.419	118230.534	chr11:118224234-118249203	36864	correct	4	46
0	118230.778	118232.881	chr11:118224234-118249203	36864	correct	4	46
0	118173.358	118176.231	chr11:118150742-118195371	52133	correct	4	47
0	118176.442	118181.782	chr11:118150742-118195371	52133	correct	4	47
0	118207.607	118211.434	chr11:118195372-118224236	52133	correct	4	48
3	118213.055	118214.022	chr11:118195372-118224236	52133	false negative	4	95
3	118214.653	118215.916	chr11:118195372-118224236	52133	false negative	4	95
0	118216.57	118220.883	chr11:118195372-118224236	52133	correct	4	48
0	118222.047	118228.604	chr11:118224237-118256837	52133	correct	4	49
0	118229.419	118230.534	chr11:118224237-118256837	52133	correct	4	49
0	118230.778	118232.881	chr11:118224237-118256837	52133	correct	4	49
0	118173.358	118176.231	chr11:118139927-118194115	73728	correct	4	50
0	118176.442	118181.782	chr11:118139927-118194115	73728	correct	4	50
0	118207.607	118211.434	chr11:118194116-118250799	73728	correct	4	51
3	118213.055	118214.022	chr11:118194116-118250799	73728	false negative	4	98
3	118214.653	118215.916	chr11:118194116-118250799	73728	false negative	4	98
0	118216.57	118220.883	chr11:118194116-118250799	73728	correct	4	51
0	118222.047	118228.604	chr11:118194116-118250799	73728	correct	4	51
3	118229.419	118230.534	chr11:118194116-118250799	73728	false negative	4	98
3	118230.778	118232.881	chr11:118194116-118250799	73728	false negative	4	98
0	118173.358	118176.231	chr11:118125367-118194817	104267	correct	4	52
0	118176.442	118181.782	chr11:118125367-118194817	104267	correct	4	52
0	118207.607	118211.434	chr11:118194818-118266077	104267	correct	4	53
3	118213.055	118214.022	chr11:118194818-118266077	104267	false negative	4	100
3	118214.653	118215.916	chr11:118194818-118266077	104267	false negative	4	100
0	118216.57	118220.883	chr11:118194818-118266077	104267	correct	4	53
0	118222.047	118228.604	chr11:118194818-118266077	104267	correct	4	53
3	118229.419	118230.534	chr11:118194818-118266077	104267	false negative	4	100
3	118230.778	118232.881	chr11:118194818-118266077	104267	false negative	4	100
3	118173.358	118176.231	chr11:118175144-118176570	1629	false negative	5	54
3	118176.442	118181.782	chr11:118175144-118176570	1629	false negative	5	54
3	118207.607	118211.434	chr11:118210640-118211926	1629	false negative	5	55
3	118213.055	118214.022	chr11:118211927-118213402	1629	false negative	5	56
3	118214.653	118215.916	chr11:118214880-118216310	1629	false negative	5	57
3	118216.57	118220.883	chr11:118216311-118217053	1629	false negative	5	58
0	118222.047	118228.604	chr11:118227122-118228294	1629	correct	5	6
3	118229.419	118230.534	chr11:118230212-118231217	1629	false negative	5	59
3	118230.778	118232.881	chr11:118230212-118231217	1629	false negative	5	59
3	118173.358	118176.231	chr11:118174866-118177024	2304	false negative	5	60
3	118176.442	118181.782	chr11:118174866-118177024	2304	false negative	5	60
0	118207.607	118211.434	chr11:118210926-118211667	2304	correct	5	9
3	118213.055	118214.022	chr11:118211668-118213341	2304	false negative	5	62
3	118214.653	118215.916	chr11:118214905-118217190	2304	false negative	5	63
3	118216.57	118220.883	chr11:118214905-118217190	2304	false negative	5	63
0	118222.047	118228.604	chr11:118224813-118226715	2304	correct	5	12
3	118229.419	118230.534	chr11:118230179-118231781	2304	false negative	5	64
3	118230.778	118232.881	chr11:118230179-118231781	2304	false negative	5	64
3	118173.358	118176.231	chr11:118175139-118176578	3258	false negative	5	65
3	118176.442	118181.782	chr11:118175139-118176578	3258	false negative	5	65
3	118207.607	118211.434	chr11:118209536-118211789	3258	false negative	5	66
3	118213.055	118214.022	chr11:118211790-118213354	3258	false negative	5	67
3	118214.653	118215.916	chr11:118214509-118217408	3258	false negative	5	68
3	118216.57	118220.883	chr11:118214509-118217408	3258	false negative	5	68
0	118222.047	118228.604	chr11:118221068-118225263	3258	correct	5	18
3	118229.419	118230.534	chr11:118229400-118231571	3258	false negative	5	69
3	118230.778	118232.881	chr11:118229400-118231571	3258	false negative	5	69
3	118173.358	118176.231	chr11:118174953-118176654	4608	false negative	5	70
3	118176.442	118181.782	chr11:118174953-118176654	4608	false negative	5	70
3	118207.607	118211.434	chr11:118209252-118213860	4608	false negative	5	71
3	118213.055	118214.022	chr11:118209252-118213860	4608	false negative	5	71
3	118214.653	118215.916	chr11:118214496-118218828	4608	false negative	5	72
3	118216.57	118220.883	chr11:118214496-118218828	4608	false negative	5	72
1	118222.047	118228.604	chr11:118224849-118228003	4608	false positive	5	118
3	118229.419	118230.534	chr11:118228456-118231646	4608	false negative	5	73
3	118230.778	118232.881	chr11:118228456-118231646	4608	false negative	5	73
3	118173.358	118176.231	chr11:118174946-118177139	6516	false negative	5	74
3	118176.442	118181.782	chr11:118174946-118177139	6516	false negative	5	74
3	118207.607	118211.434	chr11:118208777-118213897	6516	false negative	5	75
3	118213.055	118214.022	chr11:118208777-118213897	6516	false negative	5	75
3	118214.653	118215.916	chr11:118213898-118218859	6516	false negative	5	76
3	118216.57	118220.883	chr11:118213898-118218859	6516	false negative	5	76
0	118222.047	118228.604	chr11:118218860-118229258	6516	correct	5	28
3	118229.419	118230.534	chr11:118229259-118233705	6516	false negative	5	77
3	118230.778	118232.881	chr11:118229259-118233705	6516	false negative	5	77
3	118173.358	118176.231	chr11:118171577-118178639	9216	false negative	5	78
3	118176.442	118181.782	chr11:118171577-118178639	9216	false negative	5	78
3	118207.607	118211.434	chr11:118208371-118214262	9216	false negative	5	79
3	118213.055	118214.022	chr11:118208371-118214262	9216	false negative	5	79
3	118214.653	118215.916	chr11:118214263-118219522	9216	false negative	5	80
3	118216.57	118220.883	chr11:118214263-118219522	9216	false negative	5	80
0	118222.047	118228.604	chr11:118219523-118225461	9216	correct	5	33
3	118229.419	118230.534	chr11:118226161-118233711	9216	false negative	5	81
3	118230.778	118232.881	chr11:118226161-118233711	9216	false negative	5	81
