x	xend	y	yend	showSelected1	PANEL
5.8569519908686	13.4595888082568	0	0	chr11:118196749-118197629	2
-2.66332762061181	4.19908320939757	4	4	chr11:118197630-118199059	2
4.19908320939757	4.98358661999423	3	3	chr11:118197630-118199059	2
4.98358661999423	6.10987762134218	2	2	chr11:118197630-118199059	2
6.10987762134218	6.17164140900756	1	1	chr11:118197630-118199059	2
6.17164140900756	13.4595888082568	0	0	chr11:118197630-118199059	2
-2.66332762061181	3.93873646943812	4	4	chr11:118199060-118200161	2
3.93873646943812	5.7537743097335	3	3	chr11:118199060-118200161	2
5.7537743097335	6.64069511460157	1	1	chr11:118199060-118200161	2
6.64069511460157	13.4595888082568	0	0	chr11:118199060-118200161	2
-2.66332762061181	3.47211725555995	4	4	chr11:118200162-118201432	2
3.47211725555995	4.82563570129275	3	3	chr11:118200162-118201432	2
4.82563570129275	5.14215528683081	2	2	chr11:118200162-118201432	2
5.14215528683081	6.82292906789464	1	1	chr11:118200162-118201432	2
6.82292906789464	13.4595888082568	0	0	chr11:118200162-118201432	2
-2.66332762061181	4.59773768014251	2	2	chr11:118201433-118202458	2
4.59773768014251	5.66811663440889	1	1	chr11:118201433-118202458	2
5.66811663440889	13.4595888082568	0	0	chr11:118201433-118202458	2
-2.66332762061181	2.44897602857379	4	4	chr11:118202692-118203892	2
2.44897602857379	5.11867948829885	3	3	chr11:118202692-118203892	2
5.11867948829885	5.23305002355332	2	2	chr11:118202692-118203892	2
5.23305002355332	6.0903818316873	1	1	chr11:118202692-118203892	2
6.0903818316873	13.4595888082568	0	0	chr11:118202692-118203892	2
-2.66332762061181	13.4595888082568	0	0	chr11:118203893-118204314	2
-2.66332762061181	2.78199367171232	4	4	chr11:118204409-118206012	2
2.78199367171232	6.02406336041338	3	3	chr11:118204409-118206012	2
6.02406336041338	7.42198473279742	2	2	chr11:118204409-118206012	2
7.42198473279742	7.74837951958648	1	1	chr11:118204409-118206012	2
7.74837951958648	13.4595888082568	0	0	chr11:118204409-118206012	2
-2.66332762061181	3.42739811472927	4	4	chr11:118206013-118206943	2
3.42739811472927	3.90912755554813	3	3	chr11:118206013-118206943	2
3.90912755554813	4.57872598540668	2	2	chr11:118206013-118206943	2
4.57872598540668	13.4595888082568	0	0	chr11:118206013-118206943	2
-2.66332762061181	3.62755380251973	4	4	chr11:118206944-118208392	2
3.62755380251973	4.50375556843887	3	3	chr11:118206944-118208392	2
4.50375556843887	5.97877846336204	2	2	chr11:118206944-118208392	2
5.97877846336204	6.92974554784967	1	1	chr11:118206944-118208392	2
6.92974554784967	13.4595888082568	0	0	chr11:118206944-118208392	2
-2.66332762061181	4.59162873375794	4	4	chr11:118208393-118209422	2
4.59162873375794	4.95131424409821	3	3	chr11:118208393-118209422	2
4.95131424409821	6.32386259896145	2	2	chr11:118208393-118209422	2
6.32386259896145	7.0822322008559	1	1	chr11:118208393-118209422	2
7.0822322008559	13.4595888082568	0	0	chr11:118208393-118209422	2
-2.66332762061181	1.55560777368463	4	4	chr11:118209423-118210639	2
1.55560777368463	1.7655284240562	3	3	chr11:118209423-118210639	2
1.7655284240562	4.82176042413398	2	2	chr11:118209423-118210639	2
4.82176042413398	6.96453288599451	1	1	chr11:118209423-118210639	2
6.96453288599451	13.4595888082568	0	0	chr11:118209423-118210639	2
-2.66332762061181	5.60521588238608	4	4	chr11:118210640-118211926	2
5.60521588238608	5.76938320038189	3	3	chr11:118210640-118211926	2
5.76938320038189	6.96803321322437	2	2	chr11:118210640-118211926	2
6.96803321322437	7.45406344189712	1	1	chr11:118210640-118211926	2
7.45406344189712	13.4595888082568	0	0	chr11:118210640-118211926	2
-2.66332762061181	4.23254101577138	4	4	chr11:118211927-118213402	2
4.23254101577138	5.36238358272285	3	3	chr11:118211927-118213402	2
5.36238358272285	6.01153011530051	2	2	chr11:118211927-118213402	2
6.01153011530051	6.97201542555177	1	1	chr11:118211927-118213402	2
6.97201542555177	13.4595888082568	0	0	chr11:118211927-118213402	2
-2.66332762061181	2.83477895619209	4	4	chr11:118213403-118214361	2
2.83477895619209	3.9623945704944	3	3	chr11:118213403-118214361	2
3.9623945704944	5.92384397922958	2	2	chr11:118213403-118214361	2
5.92384397922958	7.44299378341037	1	1	chr11:118213403-118214361	2
7.44299378341037	13.4595888082568	0	0	chr11:118213403-118214361	2
-2.66332762061181	5.43472225034924	4	4	chr11:118214880-118216310	2
5.43472225034924	6.48254268797555	3	3	chr11:118214880-118216310	2
6.48254268797555	8.00692911966301	2	2	chr11:118214880-118216310	2
8.00692911966301	9.45735158308568	1	1	chr11:118214880-118216310	2
9.45735158308568	13.4595888082568	0	0	chr11:118214880-118216310	2
-2.66332762061181	4.99758384812151	4	4	chr11:118216311-118217053	2
4.99758384812151	5.35070653856307	3	3	chr11:118216311-118217053	2
5.35070653856307	6.19822748360895	2	2	chr11:118216311-118217053	2
6.19822748360895	7.57177252271916	1	1	chr11:118216311-118217053	2
7.57177252271916	13.4595888082568	0	0	chr11:118216311-118217053	2
-2.66332762061181	4.77700368138864	4	4	chr11:118217054-118218159	2
4.77700368138864	4.82698791269644	3	3	chr11:118217054-118218159	2
4.82698791269644	5.39015922222134	2	2	chr11:118217054-118218159	2
5.39015922222134	6.78598174746544	1	1	chr11:118217054-118218159	2
6.78598174746544	13.4595888082568	0	0	chr11:118217054-118218159	2
-2.66332762061181	4.03488146489947	4	4	chr11:118218160-118219136	2
4.03488146489947	5.25674445275945	3	3	chr11:118218160-118219136	2
5.25674445275945	6.38668724131436	2	2	chr11:118218160-118219136	2
6.38668724131436	6.42473987608098	1	1	chr11:118218160-118219136	2
6.42473987608098	13.4595888082568	0	0	chr11:118218160-118219136	2
-2.66332762061181	3.55649823934423	4	4	chr11:118219344-118220681	2
3.55649823934423	4.18533595889947	3	3	chr11:118219344-118220681	2
4.18533595889947	6.6487582272281	2	2	chr11:118219344-118220681	2
6.6487582272281	6.76640502094604	1	1	chr11:118219344-118220681	2
6.76640502094604	13.4595888082568	0	0	chr11:118219344-118220681	2
-2.66332762061181	2.60679828507404	4	4	chr11:118220682-118221565	2
2.60679828507404	3.93094776880572	3	3	chr11:118220682-118221565	2
3.93094776880572	4.65993027888329	2	2	chr11:118220682-118221565	2
4.65993027888329	5.42449092826368	1	1	chr11:118220682-118221565	2
5.42449092826368	13.4595888082568	0	0	chr11:118220682-118221565	2
-2.66332762061181	1.94302332280954	4	4	chr11:118221566-118222673	2
1.94302332280954	3.54354254908201	3	3	chr11:118221566-118222673	2
3.54354254908201	4.4143082532438	2	2	chr11:118221566-118222673	2
4.4143082532438	4.64983587629017	1	1	chr11:118221566-118222673	2
4.64983587629017	13.4595888082568	0	0	chr11:118221566-118222673	2
-2.66332762061181	3.40618514279444	4	4	chr11:118222674-118223468	2
3.40618514279444	3.94751085639256	3	3	chr11:118222674-118223468	2
3.94751085639256	4.19673204443002	2	2	chr11:118222674-118223468	2
4.19673204443002	5.23761989191548	1	1	chr11:118222674-118223468	2
5.23761989191548	13.4595888082568	0	0	chr11:118222674-118223468	2
-2.66332762061181	3.80583415584962	4	4	chr11:118223469-118224627	2
3.80583415584962	5.50476304016388	3	3	chr11:118223469-118224627	2
5.50476304016388	6.5819903707383	2	2	chr11:118223469-118224627	2
6.5819903707383	6.74619914660485	1	1	chr11:118223469-118224627	2
6.74619914660485	13.4595888082568	0	0	chr11:118223469-118224627	2
-2.66332762061181	3.53649510840549	4	4	chr11:118224628-118225252	2
3.53649510840549	4.80595815695512	3	3	chr11:118224628-118225252	2
4.80595815695512	4.87421389557936	2	2	chr11:118224628-118225252	2
4.87421389557936	6.4638429547079	1	1	chr11:118224628-118225252	2
6.4638429547079	13.4595888082568	0	0	chr11:118224628-118225252	2
-2.66332762061181	2.75054195769448	4	4	chr11:118225253-118226275	2
2.75054195769448	4.49102238156004	3	3	chr11:118225253-118226275	2
4.49102238156004	5.18340478509226	2	2	chr11:118225253-118226275	2
5.18340478509226	5.86628597441885	1	1	chr11:118225253-118226275	2
5.86628597441885	13.4595888082568	0	0	chr11:118225253-118226275	2
-2.66332762061181	3.62081724279294	4	4	chr11:118226276-118227121	2
3.62081724279294	3.73095910578068	3	3	chr11:118226276-118227121	2
3.73095910578068	4.28648069471857	2	2	chr11:118226276-118227121	2
4.28648069471857	5.90336990429357	1	1	chr11:118226276-118227121	2
5.90336990429357	13.4595888082568	0	0	chr11:118226276-118227121	2
-2.66332762061181	4.58318519571866	4	4	chr11:118227122-118228294	2
4.58318519571866	5.39761797835339	3	3	chr11:118227122-118228294	2
5.39761797835339	6.09977948176486	1	1	chr11:118227122-118228294	2
6.09977948176486	13.4595888082568	0	0	chr11:118227122-118228294	2
-2.66332762061181	3.50632598976258	4	4	chr11:118228295-118229617	2
3.50632598976258	4.90648868203572	3	3	chr11:118228295-118229617	2
4.90648868203572	5.97492107889863	2	2	chr11:118228295-118229617	2
5.97492107889863	6.31882135858663	1	1	chr11:118228295-118229617	2
6.31882135858663	13.4595888082568	0	0	chr11:118228295-118229617	2
-2.66332762061181	6.20849594611714	4	4	chr11:118229618-118230211	2
6.20849594611714	7.19280263945521	3	3	chr11:118229618-118230211	2
7.19280263945521	7.26473620923197	2	2	chr11:118229618-118230211	2
7.26473620923197	7.58868179948077	1	1	chr11:118229618-118230211	2
7.58868179948077	13.4595888082568	0	0	chr11:118229618-118230211	2
-2.66332762061181	7.69731819337431	4	4	chr11:118230212-118231217	2
7.69731819337431	7.8097006853172	3	3	chr11:118230212-118231217	2
7.8097006853172	8.454556553872	2	2	chr11:118230212-118231217	2
8.454556553872	8.84955070803893	1	1	chr11:118230212-118231217	2
8.84955070803893	13.4595888082568	0	0	chr11:118230212-118231217	2
-2.66332762061181	3.46893031488109	4	4	chr11:118231218-118231779	2
3.46893031488109	4.399658833544	3	3	chr11:118231218-118231779	2
4.399658833544	5.89387321078684	2	2	chr11:118231218-118231779	2
5.89387321078684	6.21277000833753	1	1	chr11:118231218-118231779	2
6.21277000833753	13.4595888082568	0	0	chr11:118231218-118231779	2
-2.66332762061181	4.11409773288021	4	4	chr11:118231780-118233718	2
4.11409773288021	5.49255598646262	3	3	chr11:118231780-118233718	2
5.49255598646262	6.09985056570154	2	2	chr11:118231780-118233718	2
6.09985056570154	6.75482819255618	1	1	chr11:118231780-118233718	2
6.75482819255618	13.4595888082568	0	0	chr11:118231780-118233718	2
-2.66332762061181	5.01652647202372	4	4	chr11:118233719-118234653	2
5.01652647202372	5.55584076086793	3	3	chr11:118233719-118234653	2
5.55584076086793	5.58588040913324	2	2	chr11:118233719-118234653	2
5.58588040913324	6.38380085730753	1	1	chr11:118233719-118234653	2
6.38380085730753	13.4595888082568	0	0	chr11:118233719-118234653	2
-2.66332762061181	4.65687529577443	4	4	chr11:118172617-118174865	2
4.65687529577443	6.64167088043675	3	3	chr11:118172617-118174865	2
6.64167088043675	7.10434251826218	2	2	chr11:118172617-118174865	2
7.10434251826218	13.4595888082568	0	0	chr11:118172617-118174865	2
-2.66332762061181	3.51672611218669	4	4	chr11:118174866-118177024	2
3.51672611218669	6.85081583308676	3	3	chr11:118174866-118177024	2
6.85081583308676	9.14294022439696	2	2	chr11:118174866-118177024	2
9.14294022439696	9.91109741426074	1	1	chr11:118174866-118177024	2
9.91109741426074	13.4595888082568	0	0	chr11:118174866-118177024	2
-2.66332762061181	3.50934543395331	4	4	chr11:118177025-118178581	2
3.50934543395331	5.33749553064113	3	3	chr11:118177025-118178581	2
5.33749553064113	5.50191932835279	2	2	chr11:118177025-118178581	2
5.50191932835279	6.72498107135478	1	1	chr11:118177025-118178581	2
6.72498107135478	13.4595888082568	0	0	chr11:118177025-118178581	2
-2.66332762061181	4.7934225739104	4	4	chr11:118178582-118180380	2
4.7934225739104	6.64572540938629	3	3	chr11:118178582-118180380	2
6.64572540938629	6.82041461130692	2	2	chr11:118178582-118180380	2
6.82041461130692	7.75437355699515	1	1	chr11:118178582-118180380	2
7.75437355699515	13.4595888082568	0	0	chr11:118178582-118180380	2
-2.66332762061181	5.05364839153895	4	4	chr11:118180381-118182034	2
5.05364839153895	5.86518873649263	3	3	chr11:118180381-118182034	2
5.86518873649263	7.31490981263901	2	2	chr11:118180381-118182034	2
7.31490981263901	7.90498813641291	1	1	chr11:118180381-118182034	2
7.90498813641291	13.4595888082568	0	0	chr11:118180381-118182034	2
-2.66332762061181	4.26499531808525	4	4	chr11:118182035-118183425	2
4.26499531808525	5.70252950404491	2	2	chr11:118182035-118183425	2
5.70252950404491	7.07279943412352	1	1	chr11:118182035-118183425	2
7.07279943412352	13.4595888082568	0	0	chr11:118182035-118183425	2
-2.66332762061181	1.55974639910986	4	4	chr11:118183426-118185207	2
1.55974639910986	4.89421180258176	3	3	chr11:118183426-118185207	2
4.89421180258176	6.17490878442659	2	2	chr11:118183426-118185207	2
6.17490878442659	6.79135224832297	1	1	chr11:118183426-118185207	2
6.79135224832297	13.4595888082568	0	0	chr11:118183426-118185207	2
-2.66332762061181	4.97870148434694	4	4	chr11:118185393-118186834	2
4.97870148434694	5.56922922515844	3	3	chr11:118185393-118186834	2
5.56922922515844	5.92463948066679	2	2	chr11:118185393-118186834	2
5.92463948066679	6.77956381058295	1	1	chr11:118185393-118186834	2
6.77956381058295	13.4595888082568	0	0	chr11:118185393-118186834	2
-2.66332762061181	4.7439369836878	4	4	chr11:118186835-118188437	2
4.7439369836878	5.01343182522276	3	3	chr11:118186835-118188437	2
5.01343182522276	6.21160287509153	2	2	chr11:118186835-118188437	2
6.21160287509153	7.46218737412303	1	1	chr11:118186835-118188437	2
7.46218737412303	13.4595888082568	0	0	chr11:118186835-118188437	2
-2.66332762061181	4.49932443213022	4	4	chr11:118188438-118191972	2
4.49932443213022	5.57300261543207	3	3	chr11:118188438-118191972	2
5.57300261543207	6.29196890176125	2	2	chr11:118188438-118191972	2
6.29196890176125	7.14031941710032	1	1	chr11:118188438-118191972	2
7.14031941710032	13.4595888082568	0	0	chr11:118188438-118191972	2
-2.66332762061181	5.09766722275591	4	4	chr11:118191973-118193671	2
5.09766722275591	5.26443447825948	3	3	chr11:118191973-118193671	2
5.26443447825948	5.56831400750322	2	2	chr11:118191973-118193671	2
5.56831400750322	6.58160395757706	1	1	chr11:118191973-118193671	2
6.58160395757706	13.4595888082568	0	0	chr11:118191973-118193671	2
-2.66332762061181	4.03032671224598	4	4	chr11:118193672-118195893	2
4.03032671224598	4.63355584007532	2	2	chr11:118193672-118195893	2
4.63355584007532	6.5974036651166	1	1	chr11:118193672-118195893	2
6.5974036651166	13.4595888082568	0	0	chr11:118193672-118195893	2
-2.66332762061181	3.21189702709026	4	4	chr11:118195894-118197229	2
3.21189702709026	5.44555163224023	3	3	chr11:118195894-118197229	2
5.44555163224023	5.86735891499818	2	2	chr11:118195894-118197229	2
5.86735891499818	8.06530106994634	1	1	chr11:118195894-118197229	2
8.06530106994634	13.4595888082568	0	0	chr11:118195894-118197229	2
-2.66332762061181	3.96238459231119	4	4	chr11:118197230-118198986	2
3.96238459231119	4.60654429964582	3	3	chr11:118197230-118198986	2
4.60654429964582	4.7117126796412	2	2	chr11:118197230-118198986	2
4.7117126796412	7.88544794708998	1	1	chr11:118197230-118198986	2
7.88544794708998	13.4595888082568	0	0	chr11:118197230-118198986	2
-2.66332762061181	4.38624426331786	4	4	chr11:118198987-118199961	2
4.38624426331786	5.47203682889937	3	3	chr11:118198987-118199961	2
5.47203682889937	5.89544012136383	2	2	chr11:118198987-118199961	2
5.89544012136383	6.35779824120413	1	1	chr11:118198987-118199961	2
6.35779824120413	13.4595888082568	0	0	chr11:118198987-118199961	2
-2.66332762061181	3.03363129721058	4	4	chr11:118199962-118201879	2
3.03363129721058	4.76903372386007	2	2	chr11:118199962-118201879	2
4.76903372386007	6.69064661264478	1	1	chr11:118199962-118201879	2
6.69064661264478	13.4595888082568	0	0	chr11:118199962-118201879	2
-2.66332762061181	2.62798287663353	3	3	chr11:118202212-118203695	2
2.62798287663353	2.92399225781835	2	2	chr11:118202212-118203695	2
2.92399225781835	3.60781009997759	1	1	chr11:118202212-118203695	2
3.60781009997759	13.4595888082568	0	0	chr11:118202212-118203695	2
-2.66332762061181	4.9902008866113	4	4	chr11:118203696-118204821	2
4.9902008866113	5.43329665624112	3	3	chr11:118203696-118204821	2
5.43329665624112	6.30697624706528	2	2	chr11:118203696-118204821	2
6.30697624706528	7.3638384093781	1	1	chr11:118203696-118204821	2
7.3638384093781	13.4595888082568	0	0	chr11:118203696-118204821	2
-2.66332762061181	5.34860249751713	4	4	chr11:118204822-118206054	2
5.34860249751713	5.3894965706596	3	3	chr11:118204822-118206054	2
5.3894965706596	7.22403163684828	2	2	chr11:118204822-118206054	2
7.22403163684828	7.57385506544531	1	1	chr11:118204822-118206054	2
7.57385506544531	13.4595888082568	0	0	chr11:118204822-118206054	2
-2.66332762061181	2.50419617701075	4	4	chr11:118206055-118206943	2
2.50419617701075	3.35380783925359	3	3	chr11:118206055-118206943	2
3.35380783925359	5.12027539419336	2	2	chr11:118206055-118206943	2
5.12027539419336	13.4595888082568	0	0	chr11:118206055-118206943	2
-2.66332762061181	3.62755380251973	4	4	chr11:118206944-118208390	2
3.62755380251973	4.50375556843887	3	3	chr11:118206944-118208390	2
4.50375556843887	5.97877846336204	2	2	chr11:118206944-118208390	2
5.97877846336204	6.92974554784967	1	1	chr11:118206944-118208390	2
6.92974554784967	13.4595888082568	0	0	chr11:118206944-118208390	2
-2.66332762061181	4.52688554451872	4	4	chr11:118208391-118209537	2
4.52688554451872	4.9003299763547	3	3	chr11:118208391-118209537	2
4.9003299763547	6.38689676309269	2	2	chr11:118208391-118209537	2
6.38689676309269	7.11377674662598	1	1	chr11:118208391-118209537	2
7.11377674662598	13.4595888082568	0	0	chr11:118208391-118209537	2
-2.66332762061181	1.55560777368463	4	4	chr11:118209538-118210524	2
1.55560777368463	1.7655284240562	3	3	chr11:118209538-118210524	2
1.7655284240562	4.82176042413398	2	2	chr11:118209538-118210524	2
4.82176042413398	6.96453288599451	1	1	chr11:118209538-118210524	2
6.96453288599451	13.4595888082568	0	0	chr11:118209538-118210524	2
-2.66332762061181	3.17892629085485	4	4	chr11:118210525-118210925	2
3.17892629085485	4.40403375454181	3	3	chr11:118210525-118210925	2
4.40403375454181	4.78100988527442	2	2	chr11:118210525-118210925	2
4.78100988527442	4.93892872151052	1	1	chr11:118210525-118210925	2
4.93892872151052	13.4595888082568	0	0	chr11:118210525-118210925	2
-2.66332762061181	5.20999701757307	3	3	chr11:118210926-118211667	2
5.20999701757307	6.262399922574	2	2	chr11:118210926-118211667	2
6.262399922574	6.55163251281952	1	1	chr11:118210926-118211667	2
6.55163251281952	13.4595888082568	0	0	chr11:118210926-118211667	2
-2.66332762061181	5.57810646891734	4	4	chr11:118211668-118213341	2
5.57810646891734	5.68671319158878	3	3	chr11:118211668-118213341	2
5.68671319158878	5.82549139031314	2	2	chr11:118211668-118213341	2
5.82549139031314	7.91280507700837	1	1	chr11:118211668-118213341	2
7.91280507700837	13.4595888082568	0	0	chr11:118211668-118213341	2
-2.66332762061181	4.02384948052075	4	4	chr11:118213342-118214904	2
4.02384948052075	5.47896221876207	3	3	chr11:118213342-118214904	2
5.47896221876207	5.83663750963467	2	2	chr11:118213342-118214904	2
5.83663750963467	7.94328395433413	1	1	chr11:118213342-118214904	2
7.94328395433413	13.4595888082568	0	0	chr11:118213342-118214904	2
-2.66332762061181	4.16833876116313	4	4	chr11:118214905-118217190	2
4.16833876116313	4.73052437202343	3	3	chr11:118214905-118217190	2
4.73052437202343	6.97979320403651	2	2	chr11:118214905-118217190	2
6.97979320403651	9.19068492858822	1	1	chr11:118214905-118217190	2
9.19068492858822	13.4595888082568	0	0	chr11:118214905-118217190	2
-2.66332762061181	3.31579498470008	4	4	chr11:118217257-118218373	2
3.31579498470008	5.29470368669152	3	3	chr11:118217257-118218373	2
5.29470368669152	6.22435377152441	2	2	chr11:118217257-118218373	2
6.22435377152441	7.60084562045775	1	1	chr11:118217257-118218373	2
7.60084562045775	13.4595888082568	0	0	chr11:118217257-118218373	2
-2.66332762061181	2.95761982198612	4	4	chr11:118218374-118219848	2
2.95761982198612	3.96079468170303	3	3	chr11:118218374-118219848	2
3.96079468170303	5.89442656319705	2	2	chr11:118218374-118219848	2
5.89442656319705	13.4595888082568	0	0	chr11:118218374-118219848	2
-2.66332762061181	4.06507770580053	4	4	chr11:118219849-118221564	2
4.06507770580053	5.99746435175503	3	3	chr11:118219849-118221564	2
5.99746435175503	6.22759216329195	2	2	chr11:118219849-118221564	2
6.22759216329195	6.74809349809683	1	1	chr11:118219849-118221564	2
6.74809349809683	13.4595888082568	0	0	chr11:118219849-118221564	2
-2.66332762061181	4.23283667123452	4	4	chr11:118221565-118223070	2
4.23283667123452	5.19341133226537	3	3	chr11:118221565-118223070	2
5.19341133226537	6.05944286425387	2	2	chr11:118221565-118223070	2
6.05944286425387	6.85307875744664	1	1	chr11:118221565-118223070	2
6.85307875744664	13.4595888082568	0	0	chr11:118221565-118223070	2
-2.66332762061181	5.30125381596378	4	4	chr11:118223071-118224812	2
5.30125381596378	5.4324018449712	3	3	chr11:118223071-118224812	2
